Maximum no of self consistency iterations = 30000.
Convergence error targetted = 0.0001
Iter       Error_OP             mu             E_CL        E_Quantum
45             0.360562328146083              50.0020283512418                               0                959.702711216121
46             0.317315218805814               50.000843660007                               0                959.738388459239
47              0.27925906490331              49.9996683827664                               0                959.769784099688
48             0.245770514436239              49.9985343774368                               0                959.797411979966
49               0.2163011856145              49.9974737917401                               0                959.821724271461
50             0.190368611521082              49.9965188978503                               0                959.843118877794
51             0.167548292223203              49.9957065860032                               0                959.861945948768
52             0.147466714231067              49.9950895692298                               0                959.878513612032
53             0.129796192357809              49.9947556658785                               0                 959.89309301658
54             0.114247767768796              49.9948369872713                               0                959.905922770788
55             0.100567445767832              49.9954288440109                               0                959.917212847736
56            0.0885375901185859              49.9964340553956                               0                959.927148021799
57            0.0779517189060357              49.9976291373435                               0                959.935890892766
58            0.0686366067154017              49.9988459416528                               0                959.943584547018
59            0.0604398232135866               50.000002310683                               0                 959.95035489933
60            0.0532298707711151              50.0010660491468                               0                959.956312753623
61            0.0468861547837762              50.0020283275412                               0                959.961555616406
62            0.0413044359503743              50.0028907194963                               0                959.966169292582
63            0.0363933751348901              50.0036592778704                               0                959.970229289744
64            0.0320726093004015              50.0043417870394                               0                959.973802053943
65            0.0282714399658991              50.0049464571431                               0                 959.97694605715
66            0.0249276839415754              50.0054812988359                               0                959.979712754212
67            0.0219866722910588              50.0059538325981                               0                959.982147424969
68            0.0194003910829903              50.0063709679343                               0                959.984289915303
69            0.0171267653917416              50.0067389704493                               0                959.986175289264
70            0.0151337908674542              50.0070634743313                               0                959.987834402926
71            0.0133889619509136              50.0073495175621                               0                959.989294409378
72            0.0118581344394338              50.0076015874811                               0                959.990579203118
73            0.0105159848674345              50.0078236698833                               0                959.991709811105
74           0.00933859210876778              50.0080192979117                               0                959.992704736892
75           0.00830919978629478              50.0081915987467                               0                959.993580263452
76           0.00741199471468429              50.0083433370952                               0                 959.99435071967
77           0.00663135243843176              50.0084769550633                               0                959.995028714847
78           0.00594987666137663              50.0085946083261                               0                959.995625345062
79           0.00535646388818279              50.0086981986985                               0                959.996150374778
80           0.00484615318870151              50.0087894033113                               0                959.996612396638
81           0.00441138506610331              50.0088697006448                               0                  959.9970189721
82           0.00404295076539432              50.0089403936937                               0                959.997376755185
83           0.00372917514849766              50.0090026305323                               0                959.997691601377
84           0.00346368582237446              50.0090574225428                               0                959.997968663455
85            0.0032398909521047              50.0091056605503                               0                 959.99821247582
86           0.00305540377426771              50.0091481290908                               0                959.998427028708
87           0.00290362049797438              50.0091855190165                               0                959.998615833498
88           0.00277978246830489              50.0092184386276                               0                959.998781980171
89           0.00267799309882136              50.0092474234933                               0                959.998928187885
90           0.00259602337623206              50.0092729451174                               0                959.999056849479
91           0.00253060918603857              50.0092954185776                               0                 959.99917007063
92           0.00247939262684924              50.0093152092603                               0                959.999269704319
93            0.0024393151106931              50.0093326387963                               0                959.999357381151
94           0.00241004621136107                50.00934799029                               0                959.999434536045
95           0.00238721866963746              50.0093615129265                               0                959.999502431723
96           0.00236923537486385              50.0093734260299                               0                959.999562179364
97           0.00235493562529435              50.0093839226369                               0                  959.9996147568
98           0.00234459613751448              50.0093931726439                               0                959.999661024513
99           0.00233620647046518              50.0094013255788                               0                959.999701739722
100           0.00232934208809012              50.0094085130405                               0                959.999737568774
101            0.0023239798412238              50.0094148508471                               0                959.999769098046
102           0.00231976533368153              50.0094204409273                               0                959.999796843548
103           0.00231629862081891               50.009425372985                               0                959.999821259362
104           0.00231344727027247              50.0094297259648                               0                959.999842745079
105           0.00231114524126877               50.009433569342                               0                959.999861652334
106           0.00230941297027821              50.0094369642579                               0                959.999878290563
107           0.00230823287276877              50.0094399645193                               0                959.999892932069
108           0.00230744581720837               50.009442617478                               0                959.999905816474
109           0.00230686956475128              50.0094449648052                               0                959.999917154644
110           0.00230641991806387              50.0094470431724                               0                959.999927132142
111           0.00230606048315024              50.0094488848517                               0                959.999935912258
112           0.00230577039555493              50.0094505182431                               0                959.999943638687
113           0.00230553543271526               50.009451968339                               0                959.999950437882
114           0.00230534504360998              50.0094532571333                               0                959.999956421117
115            0.0023051910664686               50.009454403981                               0                959.999961686315
116           0.00230507091880693              50.0094554259146                               0                959.999966319646
117           0.00230501856516683               50.009456337923                               0                959.999970396939
118           0.00230498219937612              50.0094571531965                               0                959.999973984922
119           0.00230495686345462              50.0094578833428                               0                959.999977142319
120           0.00230494006751156              50.0094585385767                               0                959.999979920802
121           0.00230492980174684              50.0094591278873                               0                959.999982365843
122           0.00230492444266544              50.0094596591851                               0                959.999984517459
123           0.00230492269391454              50.0094601394313                               0                959.999986410864
124           0.00230492353580014               50.009460574752                               0                959.999988077044
125           0.00230492617928175               50.009460970538                               0                959.999989543268
126           0.00230493002421747              50.0094613315333                               0                959.999990833533
127           0.00230493462185385              50.0094616619126                               0                959.999991968956
128           0.00230493964267502              50.0094619653497                               0                959.999992968118
129           0.00230494484950233              50.0094622450775                               0                959.999993847372
130           0.00230495007541133              50.0094625039411                               0                959.999994621108
131           0.00230495520643768               50.009462744444                               0                959.999995301989
132           0.00230496016787094              50.0094629687894                               0                959.999995901159
133           0.00230496491377844              50.0094631789162                               0                959.999996428422
134           0.00230496941904711              50.0094633765304                               0                 959.99999689241
135           0.00230497367333986              50.0094635631336                               0                959.999997300715
136           0.00230497767661656              50.0094637400469                               0                959.999997660019
137           0.00230498143579891               50.009463908433                               0                959.999997976204
138           0.00230498496230388              50.0094640693152                               0                959.999998254444
139           0.00230498827027704              50.0094642235938                               0                959.999998499292
140           0.00230499137534196              50.0094643720611                               0                959.999998714756
141           0.00230499429365316              50.0094645154146                               0                959.999998904362
142               0.0023049970413              50.0094646542677                               0                959.999999071214
143           0.00230499963387718              50.0094647891604                               0                959.999999218042
144           0.00230500208618965               50.009464920568                               0                959.999999347249
145            0.0023050044121575              50.0094650489085                               0                959.999999460949
146           0.00230500662465326              50.0094651745499                               0                959.999999561005
147           0.00230500873553486              50.0094652978161                               0                959.999999649052
148           0.00230501075559694               50.009465418992                               0                959.999999726533
149           0.00230501269469727              50.0094655383284                               0                959.999999794715
150           0.00230501456167371               50.009465656046                               0                959.999999854714
151           0.00230501636452157              50.0094657723389                               0                959.999999907512
152           0.00230501811040566              50.0094658873781                               0                959.999999953975
153           0.00230501980575049              50.0094660013139                               0                 959.99999999486
154           0.00230502145628097              50.0094661142786                               0                960.000000030839
155           0.00230502306711123              50.0094662263888                               0                  960.0000000625
156           0.00230502464274799              50.0094663377469                               0                960.000000090361
157           0.00230502618727408              50.0094664484431                               0                960.000000114877
158            0.0023050277042667              50.0094665585567                               0                960.000000136452
159           0.00230502919686228              50.0094666681577                               0                960.000000155437
160           0.00230503066790237              50.0094667773074                               0                960.000000172143
161           0.00230503211985379              50.0094668860599                               0                960.000000186844
162           0.00230503355492656              50.0094669944629                               0                 960.00000019978
163             0.002305034975065              50.0094671025582                               0                960.000000211163
164           0.00230503638199732              50.0094672103826                               0                960.000000221181
165           0.00230503777720564              50.0094673179687                               0                960.000000229995
166           0.00230503916205446               50.009467425345                               0                960.000000237752
167           0.00230504053772617              50.0094675325364                               0                960.000000244577
168           0.00230504190524996              50.0094676395653                               0                960.000000250583
169             0.002305043265523               50.009467746451                               0                960.000000255867
170           0.00230504461939257              50.0094678532107                               0                960.000000260518
171           0.00230504596756505              50.0094679598593                               0                960.000000264609
172           0.00230504731064472              50.0094680664102                               0                 960.00000026821
173           0.00230504864920514               50.009468172875                               0                960.000000271377
174            0.0023050499837113               50.009468279264                               0                960.000000274165
175           0.00230505131461902              50.0094683855862                               0                960.000000276618
176           0.00230505264229502              50.0094684918495                               0                960.000000278776
177           0.00230505396705964              50.0094685980611                               0                960.000000280674
178           0.00230505528924412               50.009468704227                               0                960.000000282344
179            0.0023050566090471              50.0094688103525                               0                960.000000283814
180           0.00230505792673948              50.0094689164426                               0                960.000000285107
181           0.00230505924253391              50.0094690225014                               0                960.000000286244
182           0.00230506055655765              50.0094691285326                               0                960.000000287245
183           0.00230506186897633              50.0094692345394                               0                960.000000288124
184           0.00230506317997681              50.0094693405247                               0                960.000000288898
185           0.00230506448963138              50.0094694464911                               0                960.000000289579
186            0.0023050657980401              50.0094695524406                               0                960.000000290178
187           0.00230506710533798              50.0094696583753                               0                960.000000290705
188           0.00230506841156521              50.0094697642969                               0                960.000000291168
189           0.00230506971680126               50.009469870207                               0                960.000000291575
190           0.00230507102115468              50.0094699761067                               0                960.000000291932
191           0.00230507232461658              50.0094700819973                               0                960.000000292247
192           0.00230507362726754              50.0094701878799                               0                960.000000292524
193           0.00230507492915005              50.0094702937552                               0                960.000000292767
194           0.00230507623030794              50.0094703996243                               0                 960.00000029298
195           0.00230507753076765              50.0094705054876                               0                960.000000293168
196           0.00230507883054669              50.0094706113459                               0                960.000000293333
197           0.00230508012968807              50.0094707171996                               0                960.000000293477
198           0.00230508142821037              50.0094708230493                               0                960.000000293604
199           0.00230508272612799              50.0094709288954                               0                960.000000293715
200           0.00230508402347283              50.0094710347382                               0                960.000000293813
201           0.00230508532023296              50.0094711405781                               0                960.000000293898
202           0.00230508661645399              50.0094712464154                               0                960.000000293973
203           0.00230508791212464              50.0094713522502                               0                960.000000294038
204           0.00230508920725611               50.009471458083                               0                960.000000294096
205           0.00230509050187626              50.0094715639137                               0                960.000000294146
206           0.00230509179597899              50.0094716697427                               0                 960.00000029419
207           0.00230509308958278              50.0094717755699                               0                960.000000294228
208           0.00230509438267868              50.0094718813957                               0                960.000000294261
209           0.00230509567529472              50.0094719872201                               0                960.000000294289
210           0.00230509696740654              50.0094720930432                               0                960.000000294315
211           0.00230509825903742               50.009472198865                               0                960.000000294336
212           0.00230509955019922              50.0094723046859                               0                960.000000294355
213           0.00230510084084886              50.0094724105056                               0                960.000000294371
214            0.0023051021310591              50.0094725163242                               0                960.000000294385
215           0.00230510342078324               50.009472622142                               0                960.000000294397
216           0.00230510471002157              50.0094727279589                               0                960.000000294407
217           0.00230510599881633              50.0094728337749                               0                960.000000294415
218           0.00230510728713164              50.0094729395901                               0                960.000000294422
219           0.00230510857498633              50.0094730454046                               0                960.000000294429
220           0.00230510986237461              50.0094731512183                               0                960.000000294433
221           0.00230511114929809              50.0094732570312                               0                960.000000294437
222           0.00230511243578161              50.0094733628435                               0                 960.00000029444
223           0.00230511372177163               50.009473468655                               0                960.000000294443
224           0.00230511500732849              50.0094735744659                               0                960.000000294444
225            0.0023051162923915              50.0094736802762                               0                960.000000294445
226           0.00230511757703155              50.0094737860858                               0                960.000000294446
227           0.00230511886121657              50.0094738918948                               0                960.000000294446
228           0.00230512014490532              50.0094739977032                               0                960.000000294446
229           0.00230512142815634               50.009474103511                               0                960.000000294446
230           0.00230512271096498              50.0094742093181                               0                960.000000294445
231           0.00230512399331613              50.0094743151247                               0                960.000000294444
232           0.00230512527519226              50.0094744209307                               0                960.000000294443
233           0.00230512655662389              50.0094745267361                               0                960.000000294441
234           0.00230512783760887              50.0094746325409                               0                 960.00000029444
235           0.00230512911813254              50.0094747383452                               0                960.000000294438
236           0.00230513039820424              50.0094748441488                               0                960.000000294436
237           0.00230513167780737               50.009474949952                               0                960.000000294434
238           0.00230513295697815              50.0094750557545                               0                960.000000294431
239           0.00230513423567135              50.0094751615566                               0                960.000000294429
240           0.00230513551393734               50.009475267358                               0                960.000000294427
241           0.00230513679171093              50.0094753731589                               0                960.000000294425
242           0.00230513806905814              50.0094754789592                               0                960.000000294422
243           0.00230513934594321               50.009475584759                               0                 960.00000029442
244           0.00230514062238759              50.0094756905582                               0                960.000000294417
245            0.0023051418983695               50.009475796357                               0                960.000000294415
246            0.0023051431738727              50.0094759021551                               0                960.000000294412
247           0.00230514444895776              50.0094760079527                               0                960.000000294409
248            0.0023051457235865              50.0094761137497                               0                960.000000294406
249           0.00230514699773232              50.0094762195461                               0                960.000000294404
250           0.00230514827145366              50.0094763253421                               0                960.000000294401
251           0.00230514954471017              50.0094764311375                               0                960.000000294398
252           0.00230515081749747              50.0094765369323                               0                960.000000294395
253           0.00230515208985125              50.0094766427267                               0                960.000000294393
254           0.00230515336175327              50.0094767485204                               0                960.000000294389
255           0.00230515463318454              50.0094768543136                               0                960.000000294387
256           0.00230515590419435              50.0094769601063                               0                960.000000294384
257           0.00230515717471895              50.0094770658985                               0                960.000000294381
258           0.00230515844480047                50.00947717169                               0                960.000000294378
259           0.00230515971442223              50.0094772774811                               0                960.000000294375
260            0.0023051609835853              50.0094773832716                               0                960.000000294372
261           0.00230516225231438              50.0094774890615                               0                960.000000294369
262           0.00230516352058396              50.0094775948509                               0                960.000000294366
263           0.00230516478840095              50.0094777006397                               0                960.000000294363
264           0.00230516605576212              50.0094778064281                               0                960.000000294361
265           0.00230516732264585              50.0094779122159                               0                960.000000294358
266            0.0023051685891114              50.0094780180031                               0                960.000000294355
267           0.00230516985510186              50.0094781237898                               0                960.000000294352
268           0.00230517112063932              50.0094782295759                               0                960.000000294349
269           0.00230517238574616              50.0094783353616                               0                960.000000294346
270           0.00230517365037517              50.0094784411466                               0                960.000000294343
271           0.00230517491456842              50.0094785469312                               0                 960.00000029434
272           0.00230517617829532              50.0094786527152                               0                960.000000294337
273           0.00230517744156666              50.0094787584986                               0                960.000000294334
274            0.0023051787043977              50.0094788642815                               0                960.000000294331
275           0.00230517996678541              50.0094789700638                               0                960.000000294328
276           0.00230518122869833              50.0094790758456                               0                960.000000294325
277           0.00230518249014915              50.0094791816269                               0                960.000000294322
278           0.00230518375115987              50.0094792874076                               0                 960.00000029432
279           0.00230518501171747              50.0094793931878                               0                960.000000294316
280           0.00230518627182502              50.0094794989674                               0                960.000000294313
281           0.00230518753147625              50.0094796047465                               0                960.000000294311
282           0.00230518879066502              50.0094797105251                               0                960.000000294308
283           0.00230519004941613               50.009479816303                               0                960.000000294305
284           0.00230519130769297              50.0094799220805                               0                960.000000294302
285           0.00230519256554626              50.0094800278574                               0                960.000000294299
286           0.00230519382292412              50.0094801336338                               0                960.000000294296
287           0.00230519507985386              50.0094802394096                               0                960.000000294293
288           0.00230519633633231              50.0094803451849                               0                 960.00000029429
289            0.0023051975923448              50.0094804509597                               0                960.000000294287
290           0.00230519884791775              50.0094805567338                               0                960.000000294284
291           0.00230520010302648              50.0094806625075                               0                960.000000294281
292           0.00230520135769414              50.0094807682806                               0                960.000000294278
293            0.0023052026118921              50.0094808740532                               0                960.000000294275
294            0.0023052038656615              50.0094809798252                               0                960.000000294272
295           0.00230520511894442              50.0094810855967                               0                960.000000294269
296            0.0023052063718098              50.0094811913676                               0                960.000000294266
297           0.00230520762420017               50.009481297138                               0                960.000000294263
298           0.00230520887614625              50.0094814029079                               0                 960.00000029426
299           0.00230521012762396              50.0094815086771                               0                960.000000294257
300           0.00230521137866602              50.0094816144459                               0                960.000000294255
301           0.00230521262924357              50.0094817202141                               0                960.000000294252
302           0.00230521387936992              50.0094818259818                               0                960.000000294248
303           0.00230521512904515              50.0094819317489                               0                960.000000294246
304           0.00230521637825662              50.0094820375155                               0                960.000000294243
305           0.00230521762702969              50.0094821432815                               0                 960.00000029424
306           0.00230521887535237               50.009482249047                               0                960.000000294237
307           0.00230522012320199              50.0094823548119                               0                960.000000294234
308           0.00230522137062033              50.0094824605764                               0                960.000000294231
309           0.00230522261756921              50.0094825663402                               0                960.000000294228
310           0.00230522386407312              50.0094826721035                               0                960.000000294225
311           0.00230522511012248              50.0094827778663                               0                960.000000294222
312           0.00230522635570717              50.0094828836285                               0                960.000000294219
313           0.00230522760084685              50.0094829893902                               0                960.000000294216
314           0.00230522884554075              50.0094830951513                               0                960.000000294213
315           0.00230523008977173              50.0094832009119                               0                 960.00000029421
316           0.00230523133355542              50.0094833066719                               0                960.000000294207
317           0.00230523257686347              50.0094834124315                               0                960.000000294204
318           0.00230523381976418              50.0094835181904                               0                960.000000294201
319           0.00230523506217161              50.0094836239488                               0                960.000000294198
320           0.00230523630412461              50.0094837297067                               0                960.000000294196
321           0.00230523754565067               50.009483835464                               0                960.000000294193
322           0.00230523878670685              50.0094839412208                               0                 960.00000029419
323           0.00230524002732433               50.009484046977                               0                960.000000294187
324           0.00230524126746678              50.0094841527327                               0                960.000000294184
325           0.00230524250717939              50.0094842584878                               0                960.000000294181
326           0.00230524374642051              50.0094843642424                               0                960.000000294178
327           0.00230524498520459              50.0094844699965                               0                960.000000294175
328           0.00230524622355616                50.00948457575                               0                960.000000294172
329           0.00230524746142605              50.0094846815029                               0                960.000000294169
330           0.00230524869886505              50.0094847872554                               0                960.000000294166
331           0.00230524993586684              50.0094848930072                               0                960.000000294163
332           0.00230525117237186              50.0094849987585                               0                 960.00000029416
333           0.00230525240844001              50.0094851045093                               0                960.000000294157
334           0.00230525364404959              50.0094852102595                               0                960.000000294154
335           0.00230525487923189              50.0094853160092                               0                960.000000294151
336           0.00230525611394433              50.0094854217583                               0                960.000000294148
337           0.00230525734820018              50.0094855275069                               0                960.000000294145
338           0.00230525858200075               50.009485633255                               0                960.000000294142
339            0.0023052598153521              50.0094857390025                               0                960.000000294139
340           0.00230526104826322              50.0094858447494                               0                960.000000294136
341           0.00230526228071775              50.0094859504958                               0                960.000000294133
342            0.0023052635127027              50.0094860562417                               0                 960.00000029413
343           0.00230526474424914               50.009486161987                               0                960.000000294128
344           0.00230526597533908              50.0094862677318                               0                960.000000294125
345            0.0023052672059663               50.009486373476                               0                960.000000294121
346           0.00230526843612779              50.0094864792197                               0                960.000000294119
347           0.00230526966586344              50.0094865849628                               0                960.000000294116
348           0.00230527089513804              50.0094866907054                               0                960.000000294113
349           0.00230527212395472              50.0094867964474                               0                 960.00000029411
350           0.00230527335231417              50.0094869021889                               0                960.000000294107
351           0.00230527458024088              50.0094870079299                               0                960.000000294104
