Maximum no of self consistency iterations = 20000.
Convergence error targetted = 1e-05
Iter       Error_OP             mu             E_CL        E_Quantum
0               19.044953624969              15.1275534326033                 414.33551694471               -644.286519639439
1              17.1533122632819              15.0912660144739                280.224438408266               -589.251956887654
2               6.1958860462616               15.653791928016               -385.810783368455               -264.894546084162
3              4.03540180548002               14.652587308027                -353.31458800385               -211.854716318994
4              3.64518100249586              14.8608935932133               -369.462543633756               -208.138415284123
5              2.87323429957185              15.0722426698707               -379.264399101938               -211.160853206997
6              2.30879440795688              15.6142187647884               -383.591848976299               -245.391188329651
7              2.12265434523704               15.721351116489               -377.513295293352               -261.569443959524
8              1.67400997709145              15.6923197422733               -369.896149869159               -267.846981211062
9               1.5028306843701              15.7131270914909               -355.465018304144               -285.516846278322
10              2.88953233615215              15.3560849049734               -398.816998892271               -209.225412819038
11              6.29001209554687              17.2815596969687               -169.147834066027               -561.379699788022
12              1.77822816829108              15.6880733541781               -363.649519455466               -273.598641440033
13             0.976271877780691              15.9356439526307                -334.63630916441                  -324.406603662
14             0.858198983383517              15.9701632888463               -328.811465796209               -333.308583851432
15              1.22181215643933              15.9902393209758               -320.614209776664               -343.954816722731
16             0.750601216341867              16.0616588709857               -326.875893019131               -341.845379128967
17              1.12965524843703              16.0648676865004               -326.148094060275                -343.13370162829
18             0.838512820000256              16.0535801589688               -333.727928768981               -335.465561918346
19              4.13844217407854              15.2724861451762               -249.801447582718               -372.860930137832
20              8.54332130896905              19.4059970948958               -336.869572975227               -581.810997008623
21              3.93149403046977              17.7030044020744               -332.306315658413               -449.862420338359
22              10.9078439342858              20.7383336319934               -229.181273471731               -724.964246484337
23              1.74256956547091              16.9651747434683               -331.505485708568               -396.960420722062
24               3.1300921945715              15.2490850843641               -314.888719109884               -305.893210715744
25              3.35248579645312              14.9737301593211               -309.443654013299               -289.668017322182
26              2.34345693666319              15.1518276821806                -324.09359981663               -286.087332783939
27              1.82020436387501              15.4292526600038               -339.788418512454               -286.582140912365
28              2.64805957035902              14.9640221633665               -317.659944562176               -279.279414571251
29              7.05933354262986              15.5768119060922               -224.488654719766               -409.416946440303
30              4.52973525536414              15.1350380619583               -277.153955461884               -325.557355994191
31              6.10955109823612              15.3380934840688               -221.629491345675               -389.951793124056
32              2.38696310576553              15.2110076531754               -327.161665395805               -282.396140467945
33              3.18371509824715              16.5747821664699               -349.083568746177               -352.345193543713
34              2.05332428461852              16.2715542930437                -339.22470317477               -342.045153321164
35              2.23779936316659               16.481683591925                -336.39473682564               -359.035042077358
36              2.16658437295004              16.7582154157652               -307.612546780452               -405.935759365765
37              14.7215945977802              24.6867715111575                685.848106874836               -1396.91487921111
38              2.23692345455022              16.8730404954389               -280.376821481529               -438.976171532194
39              2.10623342485494              17.0775573082824               -273.948492492449               -458.019198410521
40              1.77491788105066              16.9667561345212               -285.799101430719               -440.845545434534
41              1.48049668714358              16.6903398927138               -312.605755331408               -399.073998519307
42              1.45770335873553              16.7581612031786               -311.318892358376               -405.049202083946
43              1.39131915095867              17.2398581526415               -303.120620503966               -443.272143882475
44              1.13342296950344              16.8978436831732               -319.062791631341               -407.284375145835
45             0.974814369973745              16.9084470269559               -324.886890377546               -402.658089562585
46             0.555137435807487              16.8685174050258               -344.382454061916               -381.891621520481
47             0.481241344740139              16.8523122026856               -347.696713299589               -377.710568835229
48             0.404347756740441              16.8289607754428               -363.827250421865               -360.574629533523
49             0.324296484141305              16.8525593614952               -356.553843320651               -369.307056192649
50             0.305299047358414              16.8597712102226               -355.355560800745               -370.983916130248
51             0.298749942712835              16.8617271941966               -356.669271941123               -369.845957241525
52             0.269829322664979              16.8895124033399               -358.870065980992               -369.635649705372
53             0.267086351141724              16.9186890472133               -359.470553153802               -371.102653199331
54             0.236530087100686              16.9220317287647               -358.229944474665               -372.606174931612
55             0.263841450728744              16.9089679131623               -359.063241945974               -370.774759510736
56             0.207593114890587              16.9372145084454               -356.203609595183               -375.750392086476
57             0.177427821245065               16.932176078468               -355.582082833485               -376.046311062931
58             0.169505937881895              16.9356942776931               -355.063947668193               -376.812102829723
59             0.130700812381475               16.942162435992               -353.187085006108               -379.150470281244
