#(w-mu)    yz_up    xz_up      xy_up     yz_dn    xz_dn      xy_dn
-14.13       0.0167426      0.00807297      0.0269016      0.0167426      0.00807297      0.0269016      
-14.12       0.0167741      0.00808373      0.0269652      0.0167741      0.00808373      0.0269652      
-14.11       0.0168057      0.00809452      0.0270291      0.0168057      0.00809452      0.0270291      
-14.1       0.0168374      0.00810532      0.0270933      0.0168374      0.00810532      0.0270933      
-14.09       0.0168692      0.00811615      0.0271577      0.0168692      0.00811615      0.0271577      
-14.08       0.0169011      0.008127      0.0272223      0.0169011      0.008127      0.0272223      
-14.07       0.0169331      0.00813788      0.0272871      0.0169331      0.00813788      0.0272871      
-14.06       0.0169652      0.00814877      0.0273522      0.0169652      0.00814877      0.0273522      
-14.05       0.0169973      0.00815969      0.0274175      0.0169973      0.00815969      0.0274175      
-14.04       0.0170296      0.00817064      0.0274831      0.0170296      0.00817064      0.0274831      
-14.03       0.0170619      0.00818161      0.0275489      0.0170619      0.00818161      0.0275489      
-14.02       0.0170944      0.0081926      0.0276149      0.0170944      0.0081926      0.0276149      
-14.01       0.0171269      0.00820361      0.0276812      0.0171269      0.00820361      0.0276812      
-14       0.0171596      0.00821465      0.0277477      0.0171596      0.00821465      0.0277477      
-13.99       0.0171923      0.00822571      0.0278145      0.0171923      0.00822571      0.0278145      
-13.98       0.0172251      0.00823679      0.0278815      0.0172251      0.00823679      0.0278815      
-13.97       0.0172581      0.0082479      0.0279487      0.0172581      0.0082479      0.0279487      
-13.96       0.0172911      0.00825903      0.0280162      0.0172911      0.00825903      0.0280162      
-13.95       0.0173242      0.00827018      0.028084      0.0173242      0.00827018      0.028084      
-13.94       0.0173574      0.00828136      0.028152      0.0173574      0.00828136      0.028152      
-13.93       0.0173908      0.00829256      0.0282202      0.0173908      0.00829256      0.0282202      
-13.92       0.0174242      0.00830379      0.0282887      0.0174242      0.00830379      0.0282887      
-13.91       0.0174577      0.00831504      0.0283575      0.0174577      0.00831504      0.0283575      
-13.9       0.0174913      0.00832632      0.0284265      0.0174913      0.00832632      0.0284265      
-13.89       0.017525      0.00833762      0.0284958      0.017525      0.00833762      0.0284958      
-13.88       0.0175588      0.00834894      0.0285653      0.0175588      0.00834894      0.0285653      
-13.87       0.0175927      0.00836029      0.0286351      0.0175927      0.00836029      0.0286351      
-13.86       0.0176267      0.00837166      0.0287052      0.0176267      0.00837166      0.0287052      
-13.85       0.0176609      0.00838306      0.0287755      0.0176609      0.00838306      0.0287755      
-13.84       0.0176951      0.00839448      0.028846      0.0176951      0.00839448      0.028846      
-13.83       0.0177294      0.00840592      0.0289169      0.0177294      0.00840592      0.0289169      
-13.82       0.0177638      0.00841739      0.028988      0.0177638      0.00841739      0.028988      
-13.81       0.0177983      0.00842889      0.0290594      0.0177983      0.00842889      0.0290594      
-13.8       0.017833      0.00844041      0.029131      0.017833      0.00844041      0.029131      
-13.79       0.0178677      0.00845196      0.0292029      0.0178677      0.00845196      0.0292029      
-13.78       0.0179025      0.00846353      0.0292751      0.0179025      0.00846353      0.0292751      
-13.77       0.0179375      0.00847512      0.0293476      0.0179375      0.00847512      0.0293476      
-13.76       0.0179725      0.00848674      0.0294203      0.0179725      0.00848674      0.0294203      
-13.75       0.0180077      0.00849839      0.0294933      0.0180077      0.00849839      0.0294933      
-13.74       0.0180429      0.00851006      0.0295666      0.0180429      0.00851006      0.0295666      
-13.73       0.0180783      0.00852176      0.0296401      0.0180783      0.00852176      0.0296401      
-13.72       0.0181138      0.00853348      0.029714      0.0181138      0.00853348      0.029714      
-13.71       0.0181493      0.00854523      0.0297881      0.0181493      0.00854523      0.0297881      
-13.7       0.018185      0.008557      0.0298625      0.018185      0.008557      0.0298625      
-13.69       0.0182208      0.0085688      0.0299372      0.0182208      0.0085688      0.0299372      
-13.68       0.0182567      0.00858063      0.0300122      0.0182567      0.00858063      0.0300122      
-13.67       0.0182927      0.00859248      0.0300874      0.0182927      0.00859248      0.0300874      
-13.66       0.0183288      0.00860436      0.030163      0.0183288      0.00860436      0.030163      
-13.65       0.0183651      0.00861626      0.0302388      0.0183651      0.00861626      0.0302388      
-13.64       0.0184014      0.00862819      0.030315      0.0184014      0.00862819      0.030315      
-13.63       0.0184378      0.00864014      0.0303914      0.0184378      0.00864014      0.0303914      
-13.62       0.0184744      0.00865213      0.0304681      0.0184744      0.00865213      0.0304681      
-13.61       0.0185111      0.00866413      0.0305451      0.0185111      0.00866413      0.0305451      
-13.6       0.0185479      0.00867617      0.0306225      0.0185479      0.00867617      0.0306225      
-13.59       0.0185848      0.00868823      0.0307001      0.0185848      0.00868823      0.0307001      
-13.58       0.0186218      0.00870032      0.030778      0.0186218      0.00870032      0.030778      
-13.57       0.0186589      0.00871243      0.0308562      0.0186589      0.00871243      0.0308562      
-13.56       0.0186961      0.00872458      0.0309347      0.0186961      0.00872458      0.0309347      
-13.55       0.0187335      0.00873674      0.0310136      0.0187335      0.00873674      0.0310136      
-13.54       0.018771      0.00874894      0.0310927      0.018771      0.00874894      0.0310927      
-13.53       0.0188085      0.00876116      0.0311721      0.0188085      0.00876116      0.0311721      
-13.52       0.0188462      0.00877341      0.0312519      0.0188462      0.00877341      0.0312519      
-13.51       0.018884      0.00878569      0.031332      0.018884      0.00878569      0.031332      
-13.5       0.018922      0.00879799      0.0314123      0.018922      0.00879799      0.0314123      
-13.49       0.01896      0.00881033      0.031493      0.01896      0.00881033      0.031493      
-13.48       0.0189982      0.00882269      0.0315741      0.0189982      0.00882269      0.0315741      
-13.47       0.0190365      0.00883507      0.0316554      0.0190365      0.00883507      0.0316554      
-13.46       0.0190749      0.00884749      0.031737      0.0190749      0.00884749      0.031737      
-13.45       0.0191134      0.00885993      0.031819      0.0191134      0.00885993      0.031819      
-13.44       0.0191521      0.0088724      0.0319013      0.0191521      0.0088724      0.0319013      
-13.43       0.0191908      0.0088849      0.031984      0.0191908      0.0088849      0.031984      
-13.42       0.0192297      0.00889743      0.0320669      0.0192297      0.00889743      0.0320669      
-13.41       0.0192687      0.00890998      0.0321502      0.0192687      0.00890998      0.0321502      
-13.4       0.0193078      0.00892256      0.0322338      0.0193078      0.00892256      0.0322338      
-13.39       0.0193471      0.00893517      0.0323178      0.0193471      0.00893517      0.0323178      
-13.38       0.0193865      0.00894781      0.032402      0.0193865      0.00894781      0.032402      
-13.37       0.019426      0.00896048      0.0324867      0.019426      0.00896048      0.0324867      
-13.36       0.0194656      0.00897318      0.0325716      0.0194656      0.00897318      0.0325716      
-13.35       0.0195053      0.0089859      0.0326569      0.0195053      0.0089859      0.0326569      
-13.34       0.0195452      0.00899866      0.0327426      0.0195452      0.00899866      0.0327426      
-13.33       0.0195852      0.00901144      0.0328286      0.0195852      0.00901144      0.0328286      
-13.32       0.0196253      0.00902425      0.0329149      0.0196253      0.00902425      0.0329149      
-13.31       0.0196656      0.00903709      0.0330016      0.0196656      0.00903709      0.0330016      
-13.3       0.019706      0.00904996      0.0330886      0.019706      0.00904996      0.0330886      
-13.29       0.0197465      0.00906286      0.033176      0.0197465      0.00906286      0.033176      
-13.28       0.0197871      0.00907579      0.0332637      0.0197871      0.00907579      0.0332637      
-13.27       0.0198279      0.00908875      0.0333518      0.0198279      0.00908875      0.0333518      
-13.26       0.0198688      0.00910174      0.0334403      0.0198688      0.00910174      0.0334403      
-13.25       0.0199098      0.00911476      0.0335291      0.0199098      0.00911476      0.0335291      
-13.24       0.0199509      0.0091278      0.0336182      0.0199509      0.0091278      0.0336182      
-13.23       0.0199922      0.00914088      0.0337078      0.0199922      0.00914088      0.0337078      
-13.22       0.0200337      0.00915399      0.0337977      0.0200337      0.00915399      0.0337977      
-13.21       0.0200752      0.00916712      0.0338879      0.0200752      0.00916712      0.0338879      
-13.2       0.0201169      0.00918029      0.0339786      0.0201169      0.00918029      0.0339786      
-13.19       0.0201587      0.00919349      0.0340696      0.0201587      0.00919349      0.0340696      
-13.18       0.0202007      0.00920672      0.034161      0.0202007      0.00920672      0.034161      
-13.17       0.0202427      0.00921997      0.0342527      0.0202427      0.00921997      0.0342527      
-13.16       0.020285      0.00923326      0.0343448      0.020285      0.00923326      0.0343448      
-13.15       0.0203273      0.00924658      0.0344374      0.0203273      0.00924658      0.0344374      
-13.14       0.0203698      0.00925993      0.0345303      0.0203698      0.00925993      0.0345303      
-13.13       0.0204125      0.00927331      0.0346235      0.0204125      0.00927331      0.0346235      
-13.12       0.0204552      0.00928672      0.0347172      0.0204552      0.00928672      0.0347172      
-13.11       0.0204981      0.00930017      0.0348113      0.0204981      0.00930017      0.0348113      
-13.1       0.0205412      0.00931364      0.0349057      0.0205412      0.00931364      0.0349057      
-13.09       0.0205844      0.00932714      0.0350005      0.0205844      0.00932714      0.0350005      
-13.08       0.0206277      0.00934068      0.0350958      0.0206277      0.00934068      0.0350958      
-13.07       0.0206712      0.00935425      0.0351914      0.0206712      0.00935425      0.0351914      
-13.06       0.0207148      0.00936785      0.0352874      0.0207148      0.00936785      0.0352874      
-13.05       0.0207585      0.00938148      0.0353839      0.0207585      0.00938148      0.0353839      
-13.04       0.0208024      0.00939514      0.0354807      0.0208024      0.00939514      0.0354807      
-13.03       0.0208465      0.00940884      0.035578      0.0208465      0.00940884      0.035578      
-13.02       0.0208907      0.00942256      0.0356756      0.0208907      0.00942256      0.0356756      
-13.01       0.020935      0.00943632      0.0357737      0.020935      0.00943632      0.0357737      
-13       0.0209795      0.00945011      0.0358722      0.0209795      0.00945011      0.0358722      
-12.99       0.0210241      0.00946394      0.0359711      0.0210241      0.00946394      0.0359711      
-12.98       0.0210688      0.00947779      0.0360704      0.0210688      0.00947779      0.0360704      
-12.97       0.0211138      0.00949168      0.0361701      0.0211138      0.00949168      0.0361701      
-12.96       0.0211588      0.0095056      0.0362703      0.0211588      0.0095056      0.0362703      
-12.95       0.021204      0.00951955      0.0363708      0.021204      0.00951955      0.0363708      
-12.94       0.0212494      0.00953354      0.0364719      0.0212494      0.00953354      0.0364719      
-12.93       0.0212949      0.00954756      0.0365733      0.0212949      0.00954756      0.0365733      
-12.92       0.0213406      0.00956161      0.0366752      0.0213406      0.00956161      0.0366752      
-12.91       0.0213864      0.0095757      0.0367775      0.0213864      0.0095757      0.0367775      
-12.9       0.0214324      0.00958982      0.0368802      0.0214324      0.00958982      0.0368802      
-12.89       0.0214785      0.00960397      0.0369834      0.0214785      0.00960397      0.0369834      
-12.88       0.0215247      0.00961816      0.0370871      0.0215247      0.00961816      0.0370871      
-12.87       0.0215712      0.00963238      0.0371911      0.0215712      0.00963238      0.0371911      
-12.86       0.0216178      0.00964663      0.0372957      0.0216178      0.00964663      0.0372957      
-12.85       0.0216645      0.00966092      0.0374007      0.0216645      0.00966092      0.0374007      
-12.84       0.0217114      0.00967524      0.0375061      0.0217114      0.00967524      0.0375061      
-12.83       0.0217584      0.00968959      0.037612      0.0217584      0.00968959      0.037612      
-12.82       0.0218057      0.00970398      0.0377183      0.0218057      0.00970398      0.0377183      
-12.81       0.021853      0.00971841      0.0378251      0.021853      0.00971841      0.0378251      
-12.8       0.0219005      0.00973286      0.0379324      0.0219005      0.00973286      0.0379324      
-12.79       0.0219482      0.00974736      0.0380402      0.0219482      0.00974736      0.0380402      
-12.78       0.0219961      0.00976188      0.0381484      0.0219961      0.00976188      0.0381484      
-12.77       0.0220441      0.00977645      0.0382571      0.0220441      0.00977645      0.0382571      
-12.76       0.0220923      0.00979104      0.0383662      0.0220923      0.00979104      0.0383662      
-12.75       0.0221406      0.00980568      0.0384759      0.0221406      0.00980568      0.0384759      
-12.74       0.0221891      0.00982034      0.038586      0.0221891      0.00982034      0.038586      
-12.73       0.0222378      0.00983505      0.0386966      0.0222378      0.00983505      0.0386966      
-12.72       0.0222866      0.00984979      0.0388077      0.0222866      0.00984979      0.0388077      
-12.71       0.0223356      0.00986456      0.0389193      0.0223356      0.00986456      0.0389193      
-12.7       0.0223848      0.00987937      0.0390314      0.0223848      0.00987937      0.0390314      
-12.69       0.0224341      0.00989421      0.0391439      0.0224341      0.00989421      0.0391439      
-12.68       0.0224836      0.0099091      0.039257      0.0224836      0.0099091      0.039257      
-12.67       0.0225333      0.00992401      0.0393706      0.0225333      0.00992401      0.0393706      
-12.66       0.0225831      0.00993897      0.0394847      0.0225831      0.00993897      0.0394847      
-12.65       0.0226331      0.00995396      0.0395993      0.0226331      0.00995396      0.0395993      
-12.64       0.0226833      0.00996898      0.0397144      0.0226833      0.00996898      0.0397144      
-12.63       0.0227336      0.00998405      0.03983      0.0227336      0.00998405      0.03983      
-12.62       0.0227842      0.00999915      0.0399461      0.0227842      0.00999915      0.0399461      
-12.61       0.0228349      0.0100143      0.0400628      0.0228349      0.0100143      0.0400628      
-12.6       0.0228858      0.0100295      0.04018      0.0228858      0.0100295      0.04018      
-12.59       0.0229368      0.0100447      0.0402977      0.0229368      0.0100447      0.0402977      
-12.58       0.022988      0.0100599      0.0404159      0.022988      0.0100599      0.0404159      
-12.57       0.0230394      0.0100752      0.0405347      0.0230394      0.0100752      0.0405347      
-12.56       0.023091      0.0100905      0.040654      0.023091      0.0100905      0.040654      
-12.55       0.0231428      0.0101059      0.0407738      0.0231428      0.0101059      0.0407738      
-12.54       0.0231947      0.0101213      0.0408942      0.0231947      0.0101213      0.0408942      
-12.53       0.0232469      0.0101367      0.0410152      0.0232469      0.0101367      0.0410152      
-12.52       0.0232992      0.0101522      0.0411366      0.0232992      0.0101522      0.0411366      
-12.51       0.0233517      0.0101677      0.0412587      0.0233517      0.0101677      0.0412587      
-12.5       0.0234044      0.0101832      0.0413813      0.0234044      0.0101832      0.0413813      
-12.49       0.0234572      0.0101988      0.0415045      0.0234572      0.0101988      0.0415045      
-12.48       0.0235103      0.0102145      0.0416282      0.0235103      0.0102145      0.0416282      
-12.47       0.0235635      0.0102301      0.0417525      0.0235635      0.0102301      0.0417525      
-12.46       0.0236169      0.0102458      0.0418773      0.0236169      0.0102458      0.0418773      
-12.45       0.0236705      0.0102616      0.0420028      0.0236705      0.0102616      0.0420028      
-12.44       0.0237243      0.0102774      0.0421288      0.0237243      0.0102774      0.0421288      
-12.43       0.0237783      0.0102932      0.0422554      0.0237783      0.0102932      0.0422554      
-12.42       0.0238325      0.010309      0.0423826      0.0238325      0.010309      0.0423826      
-12.41       0.0238869      0.0103249      0.0425104      0.0238869      0.0103249      0.0425104      
-12.4       0.0239414      0.0103409      0.0426388      0.0239414      0.0103409      0.0426388      
-12.39       0.0239962      0.0103569      0.0427677      0.0239962      0.0103569      0.0427677      
-12.38       0.0240511      0.0103729      0.0428973      0.0240511      0.0103729      0.0428973      
-12.37       0.0241063      0.010389      0.0430275      0.0241063      0.010389      0.0430275      
-12.36       0.0241616      0.0104051      0.0431583      0.0241616      0.0104051      0.0431583      
-12.35       0.0242172      0.0104212      0.0432897      0.0242172      0.0104212      0.0432897      
-12.34       0.0242729      0.0104374      0.0434217      0.0242729      0.0104374      0.0434217      
-12.33       0.0243288      0.0104536      0.0435543      0.0243288      0.0104536      0.0435543      
-12.32       0.024385      0.0104699      0.0436876      0.024385      0.0104699      0.0436876      
-12.31       0.0244413      0.0104862      0.0438214      0.0244413      0.0104862      0.0438214      
-12.3       0.0244979      0.0105025      0.043956      0.0244979      0.0105025      0.043956      
-12.29       0.0245546      0.0105189      0.0440911      0.0245546      0.0105189      0.0440911      
-12.28       0.0246116      0.0105353      0.0442269      0.0246116      0.0105353      0.0442269      
-12.27       0.0246687      0.0105518      0.0443634      0.0246687      0.0105518      0.0443634      
-12.26       0.0247261      0.0105683      0.0445005      0.0247261      0.0105683      0.0445005      
-12.25       0.0247837      0.0105849      0.0446382      0.0247837      0.0105849      0.0446382      
-12.24       0.0248415      0.0106015      0.0447766      0.0248415      0.0106015      0.0447766      
-12.23       0.0248994      0.0106181      0.0449157      0.0248994      0.0106181      0.0449157      
-12.22       0.0249576      0.0106348      0.0450554      0.0249576      0.0106348      0.0450554      
-12.21       0.0250161      0.0106515      0.0451958      0.0250161      0.0106515      0.0451958      
-12.2       0.0250747      0.0106683      0.0453369      0.0250747      0.0106683      0.0453369      
-12.19       0.0251335      0.0106851      0.0454786      0.0251335      0.0106851      0.0454786      
-12.18       0.0251926      0.0107019      0.0456211      0.0251926      0.0107019      0.0456211      
-12.17       0.0252519      0.0107188      0.0457642      0.0252519      0.0107188      0.0457642      
-12.16       0.0253114      0.0107358      0.045908      0.0253114      0.0107358      0.045908      
-12.15       0.0253711      0.0107527      0.0460525      0.0253711      0.0107527      0.0460525      
-12.14       0.025431      0.0107698      0.0461978      0.025431      0.0107698      0.0461978      
-12.13       0.0254911      0.0107868      0.0463437      0.0254911      0.0107868      0.0463437      
-12.12       0.0255515      0.010804      0.0464903      0.0255515      0.010804      0.0464903      
-12.11       0.0256121      0.0108211      0.0466377      0.0256121      0.0108211      0.0466377      
-12.1       0.0256729      0.0108383      0.0467858      0.0256729      0.0108383      0.0467858      
-12.09       0.025734      0.0108556      0.0469346      0.025734      0.0108556      0.0469346      
-12.08       0.0257953      0.0108729      0.0470841      0.0257953      0.0108729      0.0470841      
-12.07       0.0258568      0.0108902      0.0472344      0.0258568      0.0108902      0.0472344      
-12.06       0.0259185      0.0109076      0.0473854      0.0259185      0.0109076      0.0473854      
-12.05       0.0259804      0.010925      0.0475372      0.0259804      0.010925      0.0475372      
-12.04       0.0260426      0.0109425      0.0476897      0.0260426      0.0109425      0.0476897      
-12.03       0.0261051      0.01096      0.0478429      0.0261051      0.01096      0.0478429      
-12.02       0.0261677      0.0109776      0.047997      0.0261677      0.0109776      0.047997      
-12.01       0.0262306      0.0109952      0.0481518      0.0262306      0.0109952      0.0481518      
-12       0.0262937      0.0110128      0.0483073      0.0262937      0.0110128      0.0483073      
-11.99       0.0263571      0.0110305      0.0484637      0.0263571      0.0110305      0.0484637      
-11.98       0.0264207      0.0110483      0.0486208      0.0264207      0.0110483      0.0486208      
-11.97       0.0264845      0.0110661      0.0487787      0.0264845      0.0110661      0.0487787      
-11.96       0.0265486      0.0110839      0.0489374      0.0265486      0.0110839      0.0489374      
-11.95       0.0266129      0.0111018      0.0490969      0.0266129      0.0111018      0.0490969      
-11.94       0.0266775      0.0111197      0.0492572      0.0266775      0.0111197      0.0492572      
-11.93       0.0267423      0.0111377      0.0494183      0.0267423      0.0111377      0.0494183      
-11.92       0.0268074      0.0111557      0.0495803      0.0268074      0.0111557      0.0495803      
-11.91       0.0268727      0.0111738      0.049743      0.0268727      0.0111738      0.049743      
-11.9       0.0269383      0.0111919      0.0499066      0.0269383      0.0111919      0.0499066      
-11.89       0.0270041      0.0112101      0.050071      0.0270041      0.0112101      0.050071      
-11.88       0.0270701      0.0112283      0.0502362      0.0270701      0.0112283      0.0502362      
-11.87       0.0271364      0.0112466      0.0504023      0.0271364      0.0112466      0.0504023      
-11.86       0.027203      0.0112649      0.0505693      0.027203      0.0112649      0.0505693      
-11.85       0.0272698      0.0112833      0.0507371      0.0272698      0.0112833      0.0507371      
-11.84       0.0273369      0.0113017      0.0509057      0.0273369      0.0113017      0.0509057      
-11.83       0.0274042      0.0113202      0.0510753      0.0274042      0.0113202      0.0510753      
-11.82       0.0274718      0.0113387      0.0512457      0.0274718      0.0113387      0.0512457      
-11.81       0.0275397      0.0113573      0.0514169      0.0275397      0.0113573      0.0514169      
-11.8       0.0276078      0.0113759      0.0515891      0.0276078      0.0113759      0.0515891      
-11.79       0.0276762      0.0113945      0.0517622      0.0276762      0.0113945      0.0517622      
-11.78       0.0277448      0.0114133      0.0519361      0.0277448      0.0114133      0.0519361      
-11.77       0.0278138      0.011432      0.052111      0.0278138      0.011432      0.052111      
-11.76       0.0278829      0.0114508      0.0522868      0.0278829      0.0114508      0.0522868      
-11.75       0.0279524      0.0114697      0.0524635      0.0279524      0.0114697      0.0524635      
-11.74       0.0280221      0.0114886      0.0526411      0.0280221      0.0114886      0.0526411      
-11.73       0.0280921      0.0115076      0.0528197      0.0280921      0.0115076      0.0528197      
-11.72       0.0281624      0.0115266      0.0529992      0.0281624      0.0115266      0.0529992      
-11.71       0.0282329      0.0115457      0.0531796      0.0282329      0.0115457      0.0531796      
-11.7       0.0283038      0.0115648      0.053361      0.0283038      0.0115648      0.053361      
-11.69       0.0283749      0.011584      0.0535433      0.0283749      0.011584      0.0535433      
-11.68       0.0284462      0.0116032      0.0537266      0.0284462      0.0116032      0.0537266      
-11.67       0.0285179      0.0116225      0.0539109      0.0285179      0.0116225      0.0539109      
-11.66       0.0285899      0.0116418      0.0540962      0.0285899      0.0116418      0.0540962      
-11.65       0.0286621      0.0116612      0.0542825      0.0286621      0.0116612      0.0542825      
-11.64       0.0287346      0.0116807      0.0544697      0.0287346      0.0116807      0.0544697      
-11.63       0.0288074      0.0117002      0.054658      0.0288074      0.0117002      0.054658      
-11.62       0.0288805      0.0117197      0.0548472      0.0288805      0.0117197      0.0548472      
-11.61       0.0289539      0.0117393      0.0550375      0.0289539      0.0117393      0.0550375      
-11.6       0.0290276      0.011759      0.0552288      0.0290276      0.011759      0.0552288      
-11.59       0.0291016      0.0117787      0.0554211      0.0291016      0.0117787      0.0554211      
-11.58       0.0291758      0.0117984      0.0556145      0.0291758      0.0117984      0.0556145      
-11.57       0.0292504      0.0118183      0.0558089      0.0292504      0.0118183      0.0558089      
-11.56       0.0293253      0.0118381      0.0560044      0.0293253      0.0118381      0.0560044      
-11.55       0.0294005      0.0118581      0.056201      0.0294005      0.0118581      0.056201      
-11.54       0.0294759      0.011878      0.0563986      0.0294759      0.011878      0.0563986      
-11.53       0.0295517      0.0118981      0.0565973      0.0295517      0.0118981      0.0565973      
-11.52       0.0296278      0.0119182      0.056797      0.0296278      0.0119182      0.056797      
-11.51       0.0297042      0.0119383      0.0569979      0.0297042      0.0119383      0.0569979      
-11.5       0.0297809      0.0119585      0.0571999      0.0297809      0.0119585      0.0571999      
-11.49       0.0298579      0.0119788      0.057403      0.0298579      0.0119788      0.057403      
-11.48       0.0299352      0.0119991      0.0576072      0.0299352      0.0119991      0.0576072      
-11.47       0.0300129      0.0120195      0.0578125      0.0300129      0.0120195      0.0578125      
-11.46       0.0300909      0.0120399      0.058019      0.0300909      0.0120399      0.058019      
-11.45       0.0301691      0.0120604      0.0582266      0.0301691      0.0120604      0.0582266      
-11.44       0.0302477      0.012081      0.0584354      0.0302477      0.012081      0.0584354      
-11.43       0.0303267      0.0121016      0.0586453      0.0303267      0.0121016      0.0586453      
-11.42       0.0304059      0.0121222      0.0588564      0.0304059      0.0121222      0.0588564      
-11.41       0.0304855      0.012143      0.0590687      0.0304855      0.012143      0.0590687      
-11.4       0.0305654      0.0121637      0.0592822      0.0305654      0.0121637      0.0592822      
-11.39       0.0306456      0.0121846      0.0594969      0.0306456      0.0121846      0.0594969      
-11.38       0.0307262      0.0122055      0.0597128      0.0307262      0.0122055      0.0597128      
-11.37       0.0308071      0.0122264      0.0599299      0.0308071      0.0122264      0.0599299      
-11.36       0.0308883      0.0122475      0.0601483      0.0308883      0.0122475      0.0601483      
-11.35       0.0309699      0.0122685      0.0603678      0.0309699      0.0122685      0.0603678      
-11.34       0.0310518      0.0122897      0.0605887      0.0310518      0.0122897      0.0605887      
-11.33       0.0311341      0.0123109      0.0608108      0.0311341      0.0123109      0.0608108      
-11.32       0.0312167      0.0123321      0.0610341      0.0312167      0.0123321      0.0610341      
-11.31       0.0312996      0.0123535      0.0612587      0.0312996      0.0123535      0.0612587      
-11.3       0.0313829      0.0123749      0.0614847      0.0313829      0.0123749      0.0614847      
-11.29       0.0314666      0.0123963      0.0617119      0.0314666      0.0123963      0.0617119      
-11.28       0.0315505      0.0124178      0.0619404      0.0315505      0.0124178      0.0619404      
-11.27       0.0316349      0.0124394      0.0621702      0.0316349      0.0124394      0.0621702      
-11.26       0.0317196      0.012461      0.0624014      0.0317196      0.012461      0.0624014      
-11.25       0.0318047      0.0124827      0.0626339      0.0318047      0.0124827      0.0626339      
-11.24       0.0318901      0.0125044      0.0628678      0.0318901      0.0125044      0.0628678      
-11.23       0.0319759      0.0125263      0.063103      0.0319759      0.0125263      0.063103      
-11.22       0.032062      0.0125482      0.0633396      0.032062      0.0125482      0.0633396      
-11.21       0.0321486      0.0125701      0.0635776      0.0321486      0.0125701      0.0635776      
-11.2       0.0322355      0.0125921      0.0638169      0.0322355      0.0125921      0.0638169      
-11.19       0.0323227      0.0126142      0.0640577      0.0323227      0.0126142      0.0640577      
-11.18       0.0324103      0.0126363      0.0642999      0.0324103      0.0126363      0.0642999      
-11.17       0.0324984      0.0126585      0.0645435      0.0324984      0.0126585      0.0645435      
-11.16       0.0325868      0.0126808      0.0647886      0.0325868      0.0126808      0.0647886      
-11.15       0.0326755      0.0127031      0.0650351      0.0326755      0.0127031      0.0650351      
-11.14       0.0327647      0.0127255      0.065283      0.0327647      0.0127255      0.065283      
-11.13       0.0328542      0.012748      0.0655325      0.0328542      0.012748      0.0655325      
-11.12       0.0329441      0.0127705      0.0657834      0.0329441      0.0127705      0.0657834      
-11.11       0.0330345      0.0127931      0.0660359      0.0330345      0.0127931      0.0660359      
-11.1       0.0331252      0.0128158      0.0662898      0.0331252      0.0128158      0.0662898      
-11.09       0.0332163      0.0128385      0.0665453      0.0332163      0.0128385      0.0665453      
-11.08       0.0333078      0.0128613      0.0668023      0.0333078      0.0128613      0.0668023      
-11.07       0.0333997      0.0128842      0.0670609      0.0333997      0.0128842      0.0670609      
-11.06       0.033492      0.0129071      0.067321      0.033492      0.0129071      0.067321      
-11.05       0.0335847      0.0129301      0.0675827      0.0335847      0.0129301      0.0675827      
-11.04       0.0336778      0.0129532      0.067846      0.0336778      0.0129532      0.067846      
-11.03       0.0337714      0.0129763      0.0681109      0.0337714      0.0129763      0.0681109      
-11.02       0.0338653      0.0129995      0.0683774      0.0338653      0.0129995      0.0683774      
-11.01       0.0339597      0.0130228      0.0686456      0.0339597      0.0130228      0.0686456      
-11       0.0340544      0.0130462      0.0689153      0.0340544      0.0130462      0.0689153      
-10.99       0.0341496      0.0130696      0.0691868      0.0341496      0.0130696      0.0691868      
-10.98       0.0342452      0.0130931      0.0694599      0.0342452      0.0130931      0.0694599      
-10.97       0.0343413      0.0131166      0.0697347      0.0343413      0.0131166      0.0697347      
-10.96       0.0344378      0.0131403      0.0700112      0.0344378      0.0131403      0.0700112      
-10.95       0.0345347      0.013164      0.0702894      0.0345347      0.013164      0.0702894      
-10.94       0.034632      0.0131877      0.0705694      0.034632      0.0131877      0.0705694      
-10.93       0.0347298      0.0132116      0.0708511      0.0347298      0.0132116      0.0708511      
-10.92       0.034828      0.0132355      0.0711345      0.034828      0.0132355      0.0711345      
-10.91       0.0349266      0.0132595      0.0714198      0.0349266      0.0132595      0.0714198      
-10.9       0.0350257      0.0132836      0.0717068      0.0350257      0.0132836      0.0717068      
-10.89       0.0351253      0.0133077      0.0719956      0.0351253      0.0133077      0.0719956      
-10.88       0.0352253      0.0133319      0.0722863      0.0352253      0.0133319      0.0722863      
-10.87       0.0353257      0.0133562      0.0725788      0.0353257      0.0133562      0.0725788      
-10.86       0.0354267      0.0133806      0.0728731      0.0354267      0.0133806      0.0728731      
-10.85       0.035528      0.013405      0.0731694      0.035528      0.013405      0.0731694      
-10.84       0.0356299      0.0134295      0.0734675      0.0356299      0.0134295      0.0734675      
-10.83       0.0357322      0.0134541      0.0737675      0.0357322      0.0134541      0.0737675      
-10.82       0.0358349      0.0134788      0.0740694      0.0358349      0.0134788      0.0740694      
-10.81       0.0359382      0.0135035      0.0743733      0.0359382      0.0135035      0.0743733      
-10.8       0.0360419      0.0135283      0.0746791      0.0360419      0.0135283      0.0746791      
-10.79       0.0361461      0.0135532      0.0749869      0.0361461      0.0135532      0.0749869      
-10.78       0.0362508      0.0135782      0.0752967      0.0362508      0.0135782      0.0752967      
