#(w-mu)    jm_3by2_m3by2     jm_3by2_3by2     jm_3by2_m1by2       jm_3by2_1by2     jm_1by2_m1by2   jm_1by2_1by2
-17.855       0.483734      1.26492      0.00110886      0.00147526      0.00062825      0.000565684      
-17.85       0.429561      1.05271      0.00111038      0.00147045      0.000629741      0.000564414      
-17.845       0.383971      0.889826      0.00111192      0.00146568      0.000631247      0.00056316      
-17.84       0.345249      0.762192      0.00111348      0.00146095      0.000632766      0.00056192      
-17.835       0.312085      0.660397      0.00111507      0.00145627      0.0006343      0.000560695      
-17.83       0.283467      0.577952      0.00111668      0.00145162      0.000635847      0.000559485      
-17.825       0.258604      0.510275      0.00111832      0.00144701      0.000637409      0.000558289      
-17.82       0.236867      0.454058      0.00111998      0.00144245      0.000638985      0.000557107      
-17.815       0.217754      0.406868      0.00112167      0.00143793      0.000640576      0.00055594      
-17.81       0.20086      0.36688      0.00112338      0.00143344      0.000642181      0.000554788      
-17.805       0.185856      0.332711      0.00112512      0.001429      0.0006438      0.000553649      
-17.8       0.17247      0.30329      0.00112688      0.0014246      0.000645434      0.000552524      
-17.795       0.160478      0.277784      0.00112867      0.00142023      0.000647083      0.000551414      
-17.79       0.149693      0.255533      0.00113049      0.00141591      0.000648746      0.000550317      
-17.785       0.139958      0.236011      0.00113233      0.00141162      0.000650424      0.000549234      
-17.78       0.131142      0.218795      0.0011342      0.00140737      0.000652118      0.000548165      
-17.775       0.123133      0.203539      0.00113609      0.00140316      0.000653826      0.00054711      
-17.77       0.115836      0.189962      0.00113801      0.00139898      0.00065555      0.000546068      
-17.765       0.109167      0.177829      0.00113996      0.00139485      0.000657288      0.00054504      
-17.76       0.103059      0.166947      0.00114193      0.00139075      0.000659042      0.000544025      
-17.755       0.0974482      0.157153      0.00114393      0.00138669      0.000660812      0.000543023      
-17.75       0.0922837      0.148312      0.00114596      0.00138266      0.000662597      0.000542035      
-17.745       0.0875189      0.140307      0.00114801      0.00137867      0.000664397      0.00054106      
-17.74       0.0831138      0.133039      0.00115009      0.00137472      0.000666214      0.000540098      
-17.735       0.0790329      0.126425      0.0011522      0.0013708      0.000668046      0.000539149      
-17.73       0.0752454      0.120391      0.00115433      0.00136692      0.000669894      0.000538213      
-17.725       0.0717238      0.114877      0.0011565      0.00136308      0.000671758      0.00053729      
-17.72       0.0684437      0.109827      0.00115869      0.00135926      0.000673638      0.00053638      
-17.715       0.0653836      0.105194      0.0011609      0.00135549      0.000675535      0.000535483      
-17.71       0.0625242      0.100938      0.00116315      0.00135175      0.000677448      0.000534598      
-17.705       0.0598484      0.0970221      0.00116542      0.00134804      0.000679377      0.000533726      
-17.7       0.0573409      0.0934151      0.00116772      0.00134437      0.000681323      0.000532867      
-17.695       0.0549877      0.0900891      0.00117005      0.00134073      0.000683285      0.00053202      
-17.69       0.0527766      0.0870197      0.0011724      0.00133712      0.000685265      0.000531186      
-17.685       0.0506962      0.0841849      0.00117479      0.00133355      0.000687261      0.000530364      
-17.68       0.0487365      0.0815655      0.0011772      0.00133001      0.000689275      0.000529554      
-17.675       0.0468884      0.0791444      0.00117965      0.00132651      0.000691305      0.000528757      
-17.67       0.0451434      0.0769063      0.00118212      0.00132304      0.000693353      0.000527972      
-17.665       0.0434942      0.0748375      0.00118462      0.0013196      0.000695418      0.0005272      
-17.66       0.0419338      0.0729258      0.00118715      0.00131619      0.000697501      0.000526439      
-17.655       0.0404559      0.0711603      0.00118971      0.00131281      0.000699601      0.000525691      
-17.65       0.0390549      0.0695314      0.0011923      0.00130947      0.00070172      0.000524954      
-17.645       0.0377255      0.0680302      0.00119491      0.00130616      0.000703856      0.00052423      
-17.64       0.0364629      0.0666488      0.00119756      0.00130288      0.00070601      0.000523517      
-17.635       0.0352627      0.0653804      0.00120024      0.00129963      0.000708182      0.000522817      
-17.63       0.0341209      0.0642187      0.00120295      0.00129642      0.000710373      0.000522128      
-17.625       0.0330337      0.0631579      0.00120569      0.00129323      0.000712582      0.000521451      
-17.62       0.0319977      0.0621931      0.00120846      0.00129008      0.00071481      0.000520786      
-17.615       0.0310098      0.0613199      0.00121126      0.00128695      0.000717056      0.000520133      
-17.61       0.030067      0.0605343      0.00121409      0.00128386      0.000719322      0.000519491      
-17.605       0.0291666      0.0598328      0.00121696      0.0012808      0.000721606      0.000518861      
-17.6       0.0283061      0.0592124      0.00121985      0.00127776      0.00072391      0.000518242      
-17.595       0.0274832      0.0586703      0.00122278      0.00127476      0.000726233      0.000517635      
-17.59       0.0266957      0.0582045      0.00122574      0.00127179      0.000728575      0.00051704      
-17.585       0.0259417      0.0578128      0.00122873      0.00126884      0.000730937      0.000516456      
-17.58       0.0252192      0.0574938      0.00123175      0.00126593      0.000733319      0.000515883      
-17.575       0.0245265      0.0572461      0.0012348      0.00126305      0.000735721      0.000515322      
-17.57       0.023862      0.0570689      0.00123789      0.00126019      0.000738143      0.000514772      
-17.565       0.0232243      0.0569614      0.00124101      0.00125737      0.000740585      0.000514234      
-17.56       0.0226118      0.0569234      0.00124417      0.00125457      0.000743048      0.000513707      
-17.555       0.0220233      0.0569547      0.00124735      0.0012518      0.000745531      0.000513191      
-17.55       0.0214575      0.0570556      0.00125058      0.00124906      0.000748035      0.000512686      
-17.545       0.0209133      0.0572266      0.00125383      0.00124635      0.00075056      0.000512193      
-17.54       0.0203895      0.0574686      0.00125712      0.00124367      0.000753106      0.000511711      
-17.535       0.0198853      0.0577827      0.00126044      0.00124101      0.000755673      0.00051124      
-17.53       0.0193996      0.0581704      0.0012638      0.00123839      0.000758262      0.00051078      
-17.525       0.0189315      0.0586334      0.00126719      0.00123579      0.000760872      0.000510331      
-17.52       0.0184802      0.0591738      0.00127062      0.00123322      0.000763504      0.000509893      
-17.515       0.0180449      0.0597943      0.00127409      0.00123067      0.000766159      0.000509467      
-17.51       0.0176248      0.0604976      0.00127758      0.00122816      0.000768835      0.000509051      
-17.505       0.0172193      0.0612872      0.00128112      0.00122567      0.000771534      0.000508646      
-17.5       0.0168276      0.0621667      0.00128469      0.00122321      0.000774255      0.000508252      
-17.495       0.0164493      0.0631404      0.0012883      0.00122078      0.000777      0.00050787      
-17.49       0.0160835      0.0642131      0.00129194      0.00121837      0.000779767      0.000507498      
-17.485       0.0157299      0.0653902      0.00129562      0.00121599      0.000782557      0.000507137      
-17.48       0.0153878      0.0666778      0.00129934      0.00121364      0.000785371      0.000506787      
-17.475       0.0150569      0.0680825      0.0013031      0.00121131      0.000788208      0.000506448      
-17.47       0.0147365      0.0696119      0.00130689      0.00120901      0.000791069      0.00050612      
-17.465       0.0144263      0.0712743      0.00131073      0.00120674      0.000793954      0.000505802      
-17.46       0.0141258      0.0730792      0.0013146      0.00120449      0.000796864      0.000505496      
-17.455       0.0138346      0.075037      0.00131851      0.00120227      0.000799797      0.0005052      
-17.45       0.0135524      0.0771595      0.00132245      0.00120008      0.000802756      0.000504915      
-17.445       0.0132788      0.0794596      0.00132644      0.00119791      0.000805739      0.000504641      
-17.44       0.0130134      0.0819521      0.00133047      0.00119577      0.000808748      0.000504378      
-17.435       0.0127559      0.0846535      0.00133454      0.00119366      0.000811781      0.000504125      
-17.43       0.012506      0.0875823      0.00133865      0.00119157      0.000814841      0.000503883      
-17.425       0.0122634      0.0907592      0.0013428      0.0011895      0.000817926      0.000503652      
-17.42       0.0120278      0.0942079      0.00134699      0.00118746      0.000821037      0.000503432      
-17.415       0.011799      0.0979549      0.00135122      0.00118545      0.000824175      0.000503222      
-17.41       0.0115767      0.10203      0.00135549      0.00118346      0.000827339      0.000503023      
-17.405       0.0113607      0.106469      0.00135981      0.0011815      0.00083053      0.000502835      
-17.4       0.0111506      0.111309      0.00136417      0.00117956      0.000833747      0.000502658      
-17.395       0.0109464      0.116597      0.00136857      0.00117765      0.000836993      0.000502491      
-17.39       0.0107478      0.122382      0.00137301      0.00117576      0.000840265      0.000502335      
-17.385       0.0105545      0.128726      0.0013775      0.0011739      0.000843566      0.00050219      
-17.38       0.0103664      0.135696      0.00138203      0.00117207      0.000846895      0.000502055      
-17.375       0.0101834      0.143372      0.00138661      0.00117026      0.000850252      0.000501931      
-17.37       0.0100052      0.151847      0.00139123      0.00116847      0.000853637      0.000501818      
-17.365       0.00983162      0.161232      0.0013959      0.00116671      0.000857052      0.000501716      
-17.36       0.00966256      0.171654      0.00140061      0.00116497      0.000860496      0.000501624      
-17.355       0.00949786      0.183266      0.00140537      0.00116326      0.000863969      0.000501543      
-17.35       0.00933736      0.196251      0.00141017      0.00116157      0.000867472      0.000501472      
-17.345       0.00918091      0.210828      0.00141502      0.00115991      0.000871005      0.000501413      
-17.34       0.00902839      0.227259      0.00141992      0.00115827      0.000874569      0.000501364      
-17.335       0.00887967      0.245867      0.00142487      0.00115665      0.000878163      0.000501326      
-17.33       0.00873461      0.267045      0.00142986      0.00115506      0.000881788      0.000501298      
-17.325       0.0085931      0.291282      0.00143491      0.0011535      0.000885445      0.000501281      
-17.32       0.00845503      0.319185      0.00144      0.00115196      0.000889133      0.000501275      
-17.315       0.00832028      0.351522      0.00144514      0.00115044      0.000892853      0.00050128      
-17.31       0.00818875      0.389273      0.00145033      0.00114895      0.000896605      0.000501296      
-17.305       0.00806034      0.433701      0.00145558      0.00114748      0.00090039      0.000501322      
-17.3       0.00793494      0.48646      0.00146087      0.00114603      0.000904208      0.000501359      
-17.295       0.00781247      0.549748      0.00146622      0.00114461      0.000908059      0.000501407      
-17.29       0.00769284      0.62653      0.00147161      0.00114321      0.000911944      0.000501466      
-17.285       0.00757595      0.720887      0.00147706      0.00114184      0.000915863      0.000501535      
-17.28       0.00746173      0.838552      0.00148257      0.00114049      0.000919816      0.000501616      
-17.275       0.00735009      0.987772      0.00148813      0.00113917      0.000923804      0.000501707      
-17.27       0.00724096      1.18073      0.00149374      0.00113787      0.000927827      0.000501809      
-17.265       0.00713426      1.43601      0.0014994      0.00113659      0.000931885      0.000501922      
-17.26       0.00702992      1.78296      0.00150512      0.00113533      0.000935979      0.000502046      
-17.255       0.00692788      2.26988      0.0015109      0.00113411      0.00094011      0.000502181      
-17.25       0.00682806      2.98014      0.00151673      0.0011329      0.000944276      0.000502327      
-17.245       0.0067304      4.06539      0.00152262      0.00113172      0.00094848      0.000502484      
-17.24       0.00663484      5.817      0.00152857      0.00113056      0.000952721      0.000502652      
-17.235       0.00654132      8.81713      0.00153458      0.00112942      0.000957001      0.000502831      
-17.23       0.00644978      14.1745      0.00154064      0.00112831      0.000961318      0.000503021      
-17.225       0.00636016      23.0691      0.00154677      0.00112722      0.000965674      0.000503222      
-17.22       0.00627242      31.4117      0.00155295      0.00112616      0.000970068      0.000503434      
-17.215       0.0061865      27.7618      0.00155919      0.00112512      0.000974503      0.000503657      
-17.21       0.00610235      17.8886      0.0015655      0.0011241      0.000978977      0.000503891      
-17.205       0.00601993      10.9334      0.00157187      0.00112311      0.000983492      0.000504137      
-17.2       0.00593918      7.0087      0.0015783      0.00112214      0.000988047      0.000504394      
-17.195       0.00586006      4.77292      0.00158479      0.0011212      0.000992644      0.000504662      
-17.19       0.00578252      3.42554      0.00159135      0.00112027      0.000997282      0.000504941      
-17.185       0.00570654      2.56507      0.00159797      0.00111938      0.00100196      0.000505232      
-17.18       0.00563205      1.98713      0.00160466      0.0011185      0.00100669      0.000505533      
-17.175       0.00555903      1.58225      0.00161141      0.00111765      0.00101145      0.000505847      
-17.17       0.00548744      1.28851      0.00161823      0.00111682      0.00101626      0.000506171      
-17.165       0.00541724      1.06906      0.00162512      0.00111602      0.00102112      0.000506508      
-17.16       0.00534839      0.901028      0.00163208      0.00111524      0.00102602      0.000506855      
-17.155       0.00528086      0.769628      0.0016391      0.00111448      0.00103096      0.000507214      
-17.15       0.00521462      0.665      0.0016462      0.00111375      0.00103595      0.000507585      
-17.145       0.00514963      0.580373      0.00165336      0.00111304      0.00104099      0.000507967      
-17.14       0.00508586      0.510978      0.0016606      0.00111235      0.00104607      0.000508361      
-17.135       0.00502329      0.45338      0.00166791      0.00111169      0.0010512      0.000508767      
-17.13       0.00496187      0.405058      0.00167529      0.00111105      0.00105638      0.000509184      
-17.125       0.0049016      0.364125      0.00168275      0.00111044      0.00106161      0.000509613      
-17.12       0.00484242      0.329153      0.00169028      0.00110984      0.00106688      0.000510054      
-17.115       0.00478433      0.299039      0.00169789      0.00110928      0.00107221      0.000510507      
-17.11       0.00472729      0.272925      0.00170557      0.00110873      0.00107758      0.000510972      
-17.105       0.00467127      0.250132      0.00171333      0.00110821      0.00108301      0.000511448      
-17.1       0.00461626      0.230121      0.00172117      0.00110772      0.00108849      0.000511937      
-17.095       0.00456223      0.212456      0.00172909      0.00110725      0.00109402      0.000512438      
-17.09       0.00450916      0.196785      0.00173709      0.0011068      0.0010996      0.000512951      
-17.085       0.00445702      0.182818      0.00174517      0.00110637      0.00110524      0.000513476      
-17.08       0.00440579      0.170316      0.00175333      0.00110597      0.00111093      0.000514013      
-17.075       0.00435545      0.159081      0.00176157      0.0011056      0.00111667      0.000514562      
-17.07       0.00430599      0.148948      0.0017699      0.00110525      0.00112247      0.000515124      
-17.065       0.00425737      0.139776      0.00177832      0.00110492      0.00112833      0.000515698      
-17.06       0.00420959      0.131447      0.00178682      0.00110462      0.00113424      0.000516285      
-17.055       0.00416261      0.12386      0.0017954      0.00110434      0.00114021      0.000516884      
-17.05       0.00411644      0.11693      0.00180408      0.00110408      0.00114624      0.000517496      
-17.045       0.00407103      0.110583      0.00181285      0.00110385      0.00115233      0.00051812      
-17.04       0.00402639      0.104755      0.0018217      0.00110364      0.00115848      0.000518757      
-17.035       0.00398249      0.09939      0.00183065      0.00110346      0.00116469      0.000519407      
-17.03       0.00393932      0.0944405      0.00183969      0.00110331      0.00117096      0.000520069      
-17.025       0.00389685      0.0898644      0.00184882      0.00110317      0.00117729      0.000520745      
-17.02       0.00385508      0.0856247      0.00185805      0.00110307      0.00118369      0.000521433      
-17.015       0.00381399      0.0816892      0.00186738      0.00110298      0.00119014      0.000522134      
-17.01       0.00377356      0.0780291      0.0018768      0.00110292      0.00119667      0.000522849      
-17.005       0.00373379      0.0746193      0.00188632      0.00110289      0.00120326      0.000523576      
-17       0.00369465      0.0714371      0.00189595      0.00110288      0.00120991      0.000524317      
-16.995       0.00365614      0.0684627      0.00190567      0.0011029      0.00121663      0.000525072      
-16.99       0.00361823      0.0656781      0.0019155      0.00110294      0.00122342      0.000525839      
-16.985       0.00358092      0.0630675      0.00192543      0.00110301      0.00123028      0.00052662      
-16.98       0.0035442      0.0606164      0.00193547      0.0011031      0.00123721      0.000527415      
-16.975       0.00350805      0.0583121      0.00194561      0.00110321      0.00124421      0.000528223      
-16.97       0.00347246      0.0561428      0.00195586      0.00110336      0.00125128      0.000529045      
-16.965       0.00343742      0.0540982      0.00196622      0.00110353      0.00125843      0.000529881      
-16.96       0.00340292      0.0521688      0.0019767      0.00110372      0.00126564      0.00053073      
-16.955       0.00336894      0.050346      0.00198728      0.00110394      0.00127294      0.000531594      
-16.95       0.00333548      0.0486219      0.00199798      0.00110418      0.0012803      0.000532471      
-16.945       0.00330253      0.0469895      0.0020088      0.00110445      0.00128775      0.000533363      
-16.94       0.00327008      0.0454424      0.00201973      0.00110475      0.00129527      0.000534269      
-16.935       0.00323811      0.0439745      0.00203078      0.00110507      0.00130287      0.000535189      
-16.93       0.00320661      0.0425805      0.00204196      0.00110542      0.00131056      0.000536124      
-16.925       0.00317558      0.0412555      0.00205325      0.0011058      0.00131832      0.000537073      
-16.92       0.00314502      0.0399949      0.00206467      0.0011062      0.00132616      0.000538037      
-16.915       0.0031149      0.0387946      0.00207622      0.00110663      0.00133409      0.000539015      
-16.91       0.00308522      0.0376506      0.00208789      0.00110708      0.00134211      0.000540009      
-16.905       0.00305597      0.0365595      0.00209969      0.00110757      0.00135021      0.000541017      
-16.9       0.00302714      0.035518      0.00211163      0.00110807      0.00135839      0.00054204      
-16.895       0.00299873      0.0345231      0.00212369      0.00110861      0.00136667      0.000543078      
-16.89       0.00297073      0.0335721      0.0021359      0.00110917      0.00137503      0.000544132      
-16.885       0.00294313      0.0326622      0.00214823      0.00110976      0.00138349      0.0005452      
-16.88       0.00291592      0.0317912      0.00216071      0.00111038      0.00139204      0.000546285      
-16.875       0.00288909      0.0309568      0.00217333      0.00111103      0.00140068      0.000547384      
-16.87       0.00286264      0.030157      0.00218609      0.0011117      0.00140942      0.0005485      
-16.865       0.00283656      0.0293897      0.002199      0.0011124      0.00141825      0.000549631      
-16.86       0.00281085      0.0286534      0.00221205      0.00111313      0.00142718      0.000550778      
-16.855       0.00278549      0.0279462      0.00222526      0.00111388      0.00143621      0.000551941      
-16.85       0.00276048      0.0272667      0.00223861      0.00111467      0.00144535      0.00055312      
-16.845       0.00273582      0.0266133      0.00225212      0.00111548      0.00145458      0.000554315      
-16.84       0.00271149      0.0259847      0.00226578      0.00111632      0.00146392      0.000555527      
-16.835       0.0026875      0.0253797      0.00227961      0.00111719      0.00147336      0.000556755      
-16.83       0.00266383      0.0247971      0.00229359      0.00111809      0.00148291      0.000558      
-16.825       0.00264048      0.0242357      0.00230774      0.00111902      0.00149257      0.000559262      
-16.82       0.00261744      0.0236946      0.00232205      0.00111998      0.00150234      0.00056054      
-16.815       0.00259471      0.0231726      0.00233654      0.00112097      0.00151222      0.000561836      
-16.81       0.00257229      0.022669      0.00235119      0.00112198      0.00152222      0.000563149      
-16.805       0.00255016      0.0221828      0.00236602      0.00112303      0.00153233      0.000564479      
-16.8       0.00252833      0.0217132      0.00238102      0.00112411      0.00154256      0.000565826      
-16.795       0.00250678      0.0212594      0.0023962      0.00112521      0.00155291      0.000567191      
-16.79       0.00248551      0.0208208      0.00241157      0.00112635      0.00156338      0.000568574      
-16.785       0.00246453      0.0203967      0.00242712      0.00112752      0.00157397      0.000569974      
-16.78       0.00244381      0.0199863      0.00244286      0.00112872      0.00158469      0.000571393      
-16.775       0.00242336      0.0195892      0.00245879      0.00112994      0.00159554      0.00057283      
-16.77       0.00240318      0.0192046      0.00247491      0.0011312      0.00160652      0.000574285      
-16.765       0.00238325      0.0188322      0.00249123      0.0011325      0.00161762      0.000575759      
-16.76       0.00236358      0.0184713      0.00250775      0.00113382      0.00162886      0.000577251      
-16.755       0.00234416      0.0181214      0.00252447      0.00113517      0.00164024      0.000578762      
-16.75       0.00232498      0.0177822      0.0025414      0.00113656      0.00165175      0.000580292      
-16.745       0.00230605      0.0174532      0.00255854      0.00113798      0.00166341      0.000581841      
-16.74       0.00228735      0.0171339      0.0025759      0.00113943      0.0016752      0.000583409      
-16.735       0.00226889      0.016824      0.00259347      0.00114091      0.00168715      0.000584997      
-16.73       0.00225066      0.0165231      0.00261126      0.00114243      0.00169924      0.000586605      
-16.725       0.00223265      0.0162308      0.00262928      0.00114398      0.00171148      0.000588232      
-16.72       0.00221487      0.0159469      0.00264752      0.00114556      0.00172387      0.00058988      
-16.715       0.0021973      0.0156709      0.002666      0.00114718      0.00173642      0.000591547      
-16.71       0.00217995      0.0154026      0.00268472      0.00114883      0.00174912      0.000593235      
-16.705       0.00216281      0.0151416      0.00270367      0.00115052      0.00176199      0.000594944      
-16.7       0.00214588      0.0148878      0.00272287      0.00115224      0.00177501      0.000596673      
-16.695       0.00212916      0.0146408      0.00274232      0.00115399      0.00178821      0.000598424      
-16.69       0.00211264      0.0144004      0.00276202      0.00115578      0.00180157      0.000600195      
-16.685       0.00209631      0.0141664      0.00278198      0.0011576      0.00181511      0.000601988      
-16.68       0.00208018      0.0139385      0.0028022      0.00115946      0.00182882      0.000603802      
-16.675       0.00206424      0.0137165      0.00282269      0.00116136      0.00184271      0.000605638      
-16.67       0.0020485      0.0135001      0.00284345      0.00116329      0.00185678      0.000607496      
-16.665       0.00203293      0.0132893      0.00286449      0.00116526      0.00187104      0.000609376      
-16.66       0.00201755      0.0130838      0.0028858      0.00116726      0.00188548      0.000611279      
-16.655       0.00200236      0.0128834      0.00290741      0.0011693      0.00190011      0.000613204      
-16.65       0.00198733      0.012688      0.0029293      0.00117138      0.00191494      0.000615153      
-16.645       0.00197249      0.0124973      0.00295149      0.0011735      0.00192997      0.000617124      
-16.64       0.00195781      0.0123112      0.00297399      0.00117565      0.0019452      0.000619118      
-16.635       0.00194331      0.0121297      0.00299679      0.00117784      0.00196064      0.000621136      
-16.63       0.00192897      0.0119524      0.00301991      0.00118007      0.00197629      0.000623178      
-16.625       0.0019148      0.0117793      0.00304334      0.00118234      0.00199215      0.000625244      
-16.62       0.00190079      0.0116103      0.00306711      0.00118465      0.00200822      0.000627334      
-16.615       0.00188694      0.0114451      0.0030912      0.001187      0.00202452      0.000629449      
-16.61       0.00187324      0.0112838      0.00311563      0.00118939      0.00204105      0.000631588      
-16.605       0.0018597      0.0111261      0.00314041      0.00119182      0.0020578      0.000633752      
-16.6       0.00184632      0.010972      0.00316553      0.00119429      0.00207479      0.000635942      
-16.595       0.00183308      0.0108214      0.00319102      0.0011968      0.00209202      0.000638157      
-16.59       0.00181999      0.0106741      0.00321687      0.00119935      0.0021095      0.000640398      
-16.585       0.00180704      0.01053      0.00324309      0.00120194      0.00212722      0.000642666      
-16.58       0.00179424      0.010389      0.00326969      0.00120458      0.0021452      0.000644959      
-16.575       0.00178159      0.0102511      0.00329668      0.00120726      0.00216343      0.000647279      
-16.57       0.00176907      0.0101162      0.00332406      0.00120998      0.00218193      0.000649626      
-16.565       0.00175668      0.00998414      0.00335185      0.00121275      0.0022007      0.000652001      
-16.56       0.00174444      0.00985485      0.00338005      0.00121556      0.00221974      0.000654403      
-16.555       0.00173233      0.00972827      0.00340866      0.00121841      0.00223907      0.000656832      
-16.55       0.00172034      0.00960432      0.0034377      0.00122131      0.00225868      0.00065929      
-16.545       0.00170849      0.00948292      0.00346718      0.00122425      0.00227858      0.000661776      
-16.54       0.00169677      0.009364      0.0034971      0.00122724      0.00229878      0.000664291      
-16.535       0.00168517      0.00924749      0.00352748      0.00123027      0.00231928      0.000666836      
-16.53       0.00167369      0.00913332      0.00355832      0.00123336      0.0023401      0.000669409      
-16.525       0.00166234      0.00902143      0.00358964      0.00123648      0.00236123      0.000672013      
-16.52       0.00165111      0.00891175      0.00362144      0.00123966      0.00238268      0.000674646      
-16.515       0.00164      0.00880423      0.00365373      0.00124288      0.00240447      0.00067731      
-16.51       0.00162901      0.00869881      0.00368653      0.00124616      0.00242659      0.000680004      
-16.505       0.00161813      0.00859542      0.00371984      0.00124948      0.00244906      0.00068273      
-16.5       0.00160736      0.00849403      0.00375368      0.00125285      0.00247188      0.000685487      
-16.495       0.00159671      0.00839456      0.00378805      0.00125627      0.00249506      0.000688276      
-16.49       0.00158617      0.00829698      0.00382298      0.00125974      0.00251861      0.000691098      
-16.485       0.00157573      0.00820123      0.00385847      0.00126326      0.00254253      0.000693951      
-16.48       0.00156541      0.00810726      0.00389453      0.00126684      0.00256684      0.000696838      
-16.475       0.00155519      0.00801504      0.00393118      0.00127046      0.00259154      0.000699758      
-16.47       0.00154508      0.00792451      0.00396843      0.00127414      0.00261664      0.000702712      
-16.465       0.00153507      0.00783563      0.00400629      0.00127788      0.00264216      0.000705701      
-16.46       0.00152516      0.00774836      0.00404478      0.00128166      0.00266809      0.000708723      
-16.455       0.00151536      0.00766267      0.00408391      0.00128551      0.00269446      0.000711781      
-16.45       0.00150565      0.0075785      0.0041237      0.0012894      0.00272126      0.000714874      
-16.445       0.00149604      0.00749583      0.00416416      0.00129335      0.00274852      0.000718003      
-16.44       0.00148653      0.00741462      0.00420531      0.00129736      0.00277623      0.000721169      
-16.435       0.00147711      0.00733483      0.00424716      0.00130143      0.00280442      0.000724371      
-16.43       0.00146779      0.00725642      0.00428973      0.00130555      0.00283309      0.00072761      
-16.425       0.00145856      0.00717937      0.00433304      0.00130973      0.00286225      0.000730887      
-16.42       0.00144942      0.00710364      0.0043771      0.00131398      0.00289192      0.000734202      
-16.415       0.00144038      0.0070292      0.00442194      0.00131828      0.00292211      0.000737556      
-16.41       0.00143142      0.00695602      0.00446757      0.00132264      0.00295283      0.000740948      
-16.405       0.00142255      0.00688407      0.00451402      0.00132706      0.00298409      0.000744381      
-16.4       0.00141377      0.00681332      0.00456129      0.00133155      0.00301591      0.000747853      
-16.395       0.00140507      0.00674375      0.00460942      0.00133609      0.0030483      0.000751366      
-16.39       0.00139646      0.00667533      0.00465842      0.0013407      0.00308128      0.00075492      
-16.385       0.00138793      0.00660802      0.00470831      0.00134538      0.00311485      0.000758516      
-16.38       0.00137949      0.00654181      0.00475913      0.00135012      0.00314905      0.000762154      
-16.375       0.00137112      0.00647667      0.00481088      0.00135492      0.00318387      0.000765835      
-16.37       0.00136284      0.00641258      0.00486361      0.0013598      0.00321934      0.000769558      
-16.365       0.00135464      0.00634951      0.00491732      0.00136474      0.00325547      0.000773326      
-16.36       0.00134651      0.00628745      0.00497205      0.00136974      0.00329229      0.000777138      
-16.355       0.00133846      0.00622636      0.00502782      0.00137482      0.0033298      0.000780996      
-16.35       0.00133049      0.00616623      0.00508467      0.00137997      0.00336803      0.000784898      
-16.345       0.0013226      0.00610704      0.00514261      0.00138519      0.003407      0.000788847      
-16.34       0.00131478      0.00604876      0.00520168      0.00139047      0.00344673      0.000792843      
-16.335       0.00130703      0.00599138      0.00526191      0.00139584      0.00348723      0.000796887      
-16.33       0.00129936      0.00593488      0.00532334      0.00140127      0.00352853      0.000800978      
-16.325       0.00129176      0.00587924      0.00538599      0.00140678      0.00357066      0.000805118      
-16.32       0.00128422      0.00582444      0.00544989      0.00141237      0.00361362      0.000809308      
-16.315       0.00127676      0.00577047      0.00551509      0.00141803      0.00365745      0.000813547      
-16.31       0.00126937      0.0057173      0.00558162      0.00142377      0.00370217      0.000817838      
-16.305       0.00126205      0.00566492      0.00564951      0.00142959      0.00374781      0.00082218      
-16.3       0.00125479      0.00561331      0.00571881      0.00143549      0.00379439      0.000826574      
-16.295       0.00124761      0.00556246      0.00578956      0.00144147      0.00384195      0.000831021      
-16.29       0.00124048      0.00551236      0.00586179      0.00144753      0.00389049      0.000835522      
-16.285       0.00123343      0.00546298      0.00593556      0.00145367      0.00394007      0.000840077      
-16.28       0.00122643      0.00541431      0.0060109      0.0014599      0.0039907      0.000844687      
-16.275       0.0012195      0.00536635      0.00608787      0.00146621      0.00404242      0.000849354      
-16.27       0.00121264      0.00531907      0.00616651      0.00147261      0.00409526      0.000854077      
-16.265       0.00120583      0.00527245      0.00624687      0.0014791      0.00414926      0.000858857      
-16.26       0.00119909      0.0052265      0.00632901      0.00148567      0.00420445      0.000863697      
-16.255       0.00119241      0.00518119      0.00641297      0.00149234      0.00426086      0.000868595      
-16.25       0.00118578      0.00513652      0.00649883      0.0014991      0.00431854      0.000873553      
-16.245       0.00117922      0.00509246      0.00658662      0.00150595      0.00437752      0.000878573      
-16.24       0.00117272      0.00504902      0.00667643      0.00151289      0.00443785      0.000883654      
-16.235       0.00116627      0.00500617      0.00676831      0.00151993      0.00449957      0.000888798      
-16.23       0.00115988      0.0049639      0.00686232      0.00152706      0.00456272      0.000894006      
-16.225       0.00115355      0.00492222      0.00695853      0.00153429      0.00462735      0.000899278      
-16.22       0.00114727      0.00488109      0.00705703      0.00154162      0.0046935      0.000904616      
-16.215       0.00114105      0.00484052      0.00715788      0.00154906      0.00476123      0.000910021      
-16.21       0.00113488      0.00480049      0.00726116      0.00155659      0.0048306      0.000915493      
-16.205       0.00112876      0.00476099      0.00736695      0.00156423      0.00490164      0.000921033      
-16.2       0.0011227      0.00472201      0.00747533      0.00157197      0.00497443      0.000926644      
-16.195       0.0011167      0.00468355      0.0075864      0.00157982      0.00504902      0.000932325      
-16.19       0.00111074      0.00464559      0.00770026      0.00158778      0.00512547      0.000938078      
-16.185       0.00110484      0.00460813      0.00781698      0.00159585      0.00520385      0.000943904      
