#(w-mu)    jm_3by2_m3by2     jm_3by2_3by2     jm_3by2_m1by2       jm_3by2_1by2     jm_1by2_m1by2   jm_1by2_1by2
2.86       0.000207269      8.77911e-05      0.00554321      0.00149771      0.00847035      0.00314215      
2.865       0.000206973      8.76863e-05      0.00562995      0.0015086      0.00860027      0.00316359      
2.87       0.000206679      8.75817e-05      0.00571895      0.00151962      0.00873357      0.00318526      
2.875       0.000206384      8.74773e-05      0.0058103      0.00153078      0.00887037      0.00320717      
2.88       0.000206091      8.73731e-05      0.0059041      0.00154206      0.0090108      0.00322932      
2.885       0.000205798      8.72691e-05      0.00600042      0.00155348      0.00915498      0.00325173      
2.89       0.000205506      8.71654e-05      0.00609936      0.00156503      0.00930306      0.00327439      
2.895       0.000205214      8.70618e-05      0.00620103      0.00157673      0.0094552      0.0032973      
2.9       0.000204923      8.69585e-05      0.00630553      0.00158856      0.00961154      0.00332047      
2.905       0.000204633      8.68553e-05      0.00641297      0.00160054      0.00977226      0.00334391      
2.91       0.000204343      8.67524e-05      0.00652346      0.00161266      0.00993751      0.00336762      
2.915       0.000204054      8.66496e-05      0.00663712      0.00162494      0.0101075      0.0033916      
2.92       0.000203766      8.65471e-05      0.00675409      0.00163736      0.0102824      0.00341586      
2.925       0.000203478      8.64448e-05      0.0068745      0.00164994      0.0104624      0.0034404      
2.93       0.000203191      8.63427e-05      0.00699848      0.00166267      0.0106477      0.00346523      
2.935       0.000202904      8.62407e-05      0.00712619      0.00167556      0.0108385      0.00349035      
2.94       0.000202618      8.6139e-05      0.00725778      0.00168861      0.0110351      0.00351577      
2.945       0.000202333      8.60375e-05      0.00739342      0.00170183      0.0112377      0.00354149      
2.95       0.000202048      8.59362e-05      0.00753327      0.00171522      0.0114466      0.00356752      
2.955       0.000201764      8.58351e-05      0.00767753      0.00172877      0.0116621      0.00359385      
2.96       0.00020148      8.57341e-05      0.00782638      0.0017425      0.0118843      0.00362051      
2.965       0.000201197      8.56334e-05      0.00798003      0.0017564      0.0121137      0.00364749      
2.97       0.000200915      8.55329e-05      0.0081387      0.00177049      0.0123506      0.00367479      
2.975       0.000200633      8.54326e-05      0.00830261      0.00178475      0.0125952      0.00370243      
2.98       0.000200352      8.53325e-05      0.008472      0.0017992      0.012848      0.00373041      
2.985       0.000200072      8.52325e-05      0.00864713      0.00181384      0.0131093      0.00375873      
2.99       0.000199792      8.51328e-05      0.00882827      0.00182868      0.0133795      0.0037874      
2.995       0.000199513      8.50333e-05      0.0090157      0.00184371      0.0136591      0.00381644      
3       0.000199234      8.49339e-05      0.00920973      0.00185894      0.0139485      0.00384583      
3.005       0.000198956      8.48348e-05      0.00941068      0.00187437      0.0142481      0.0038756      
3.01       0.000198679      8.47359e-05      0.0096189      0.00189001      0.0145586      0.00390574      
3.015       0.000198402      8.46371e-05      0.00983474      0.00190586      0.0148804      0.00393627      
3.02       0.000198125      8.45385e-05      0.0100586      0.00192193      0.015214      0.00396718      
3.025       0.00019785      8.44402e-05      0.0102909      0.00193821      0.0155602      0.0039985      
3.03       0.000197575      8.4342e-05      0.0105321      0.00195472      0.0159196      0.00403021      
3.035       0.0001973      8.4244e-05      0.0107826      0.00197146      0.0162928      0.00406235      
3.04       0.000197026      8.41462e-05      0.0110429      0.00198843      0.0166807      0.0040949      
3.045       0.000196753      8.40486e-05      0.0113136      0.00200563      0.0170839      0.00412787      
3.05       0.00019648      8.39512e-05      0.0115953      0.00202308      0.0175035      0.00416129      
3.055       0.000196208      8.3854e-05      0.0118885      0.00204077      0.0179401      0.00419514      
3.06       0.000195936      8.3757e-05      0.012194      0.00205871      0.018395      0.00422945      
3.065       0.000195665      8.36601e-05      0.0125124      0.00207691      0.018869      0.00426422      
3.07       0.000195395      8.35635e-05      0.0128444      0.00209536      0.0193633      0.00429946      
3.075       0.000195125      8.3467e-05      0.013191      0.00211409      0.0198791      0.00433517      
3.08       0.000194855      8.33707e-05      0.0135529      0.00213308      0.0204178      0.00437137      
3.085       0.000194587      8.32746e-05      0.0139311      0.00215235      0.0209807      0.00440807      
3.09       0.000194319      8.31787e-05      0.0143267      0.0021719      0.0215693      0.00444528      
3.095       0.000194051      8.3083e-05      0.0147407      0.00219174      0.0221852      0.004483      
3.1       0.000193784      8.29874e-05      0.0151743      0.00221187      0.0228303      0.00452125      
3.105       0.000193517      8.28921e-05      0.0156289      0.0022323      0.0235064      0.00456003      
3.11       0.000193251      8.27969e-05      0.0161057      0.00225304      0.0242156      0.00459937      
3.115       0.000192986      8.27019e-05      0.0166063      0.00227409      0.0249601      0.00463926      
3.12       0.000192721      8.26071e-05      0.0171323      0.00229546      0.0257423      0.00467972      
3.125       0.000192457      8.25125e-05      0.0176856      0.00231715      0.026565      0.00472076      
3.13       0.000192193      8.24181e-05      0.0182681      0.00233918      0.0274309      0.00476239      
3.135       0.00019193      8.23238e-05      0.0188818      0.00236154      0.0283433      0.00480463      
3.14       0.000191668      8.22297e-05      0.0195291      0.00238426      0.0293055      0.00484749      
3.145       0.000191406      8.21358e-05      0.0202126      0.00240732      0.0303214      0.00489097      
3.15       0.000191144      8.20421e-05      0.0209351      0.00243075      0.0313951      0.00493511      
3.155       0.000190883      8.19486e-05      0.0216995      0.00245455      0.0325311      0.00497989      
3.16       0.000190623      8.18552e-05      0.0225093      0.00247872      0.0337344      0.00502535      
3.165       0.000190363      8.17621e-05      0.0233681      0.00250328      0.0350105      0.00507149      
3.17       0.000190104      8.16691e-05      0.0242802      0.00252824      0.0363655      0.00511834      
3.175       0.000189845      8.15762e-05      0.0252499      0.0025536      0.0378062      0.0051659      
3.18       0.000189587      8.14836e-05      0.0262824      0.00257937      0.0393399      0.00521418      
3.185       0.000189329      8.13911e-05      0.0273832      0.00260556      0.040975      0.00526322      
3.19       0.000189072      8.12988e-05      0.0285586      0.00263219      0.0427208      0.00531302      
3.195       0.000188815      8.12067e-05      0.0298155      0.00265925      0.0445875      0.00536359      
3.2       0.000188559      8.11148e-05      0.0311617      0.00268677      0.0465868      0.00541497      
3.205       0.000188304      8.1023e-05      0.0326061      0.00271475      0.0487316      0.00546715      
3.21       0.000188049      8.09314e-05      0.0341583      0.0027432      0.0510366      0.00552018      
3.215       0.000187794      8.084e-05      0.0358297      0.00277214      0.0535182      0.00557405      
3.22       0.00018754      8.07488e-05      0.0376327      0.00280157      0.0561951      0.00562879      
3.225       0.000187287      8.06577e-05      0.0395817      0.00283151      0.0590887      0.00568443      
3.23       0.000187034      8.05668e-05      0.041693      0.00286197      0.062223      0.00574098      
3.235       0.000186781      8.04761e-05      0.0439853      0.00289296      0.0656258      0.00579846      
3.24       0.000186529      8.03855e-05      0.0464799      0.00292449      0.0693288      0.00585689      
3.245       0.000186278      8.02952e-05      0.0492015      0.00295659      0.0733686      0.0059163      
3.25       0.000186027      8.0205e-05      0.0521787      0.00298925      0.0777876      0.00597672      
3.255       0.000185777      8.01149e-05      0.0554448      0.0030225      0.0826351      0.00603816      
3.26       0.000185527      8.0025e-05      0.0590384      0.00305636      0.0879685      0.00610064      
3.265       0.000185278      7.99353e-05      0.063005      0.00309082      0.0938554      0.00616421      
3.27       0.000185029      7.98458e-05      0.0673984      0.00312592      0.100375      0.00622887      
3.275       0.000184781      7.97565e-05      0.0722821      0.00316167      0.107623      0.00629466      
3.28       0.000184533      7.96673e-05      0.0777321      0.00319808      0.11571      0.00636161      
3.285       0.000184286      7.95782e-05      0.0838396      0.00323517      0.124773      0.00642975      
3.29       0.000184039      7.94894e-05      0.090715      0.00327296      0.134975      0.00649909      
3.295       0.000183793      7.94007e-05      0.0984928      0.00331147      0.146516      0.00656969      
3.3       0.000183547      7.93122e-05      0.107338      0.00335072      0.15964      0.00664156      
3.305       0.000183302      7.92238e-05      0.117455      0.00339072      0.174651      0.00671474      
3.31       0.000183057      7.91356e-05      0.129101      0.0034315      0.191929      0.00678927      
3.315       0.000182813      7.90476e-05      0.142597      0.00347307      0.211954      0.00686518      
3.32       0.00018257      7.89597e-05      0.158358      0.00351546      0.235338      0.0069425      
3.325       0.000182326      7.8872e-05      0.176919      0.0035587      0.262876      0.00702128      
3.33       0.000182084      7.87845e-05      0.198982      0.0036028      0.295608      0.00710155      
3.335       0.000181841      7.86971e-05      0.225481      0.00364779      0.334921      0.00718335      
3.34       0.0001816      7.86099e-05      0.257683      0.00369369      0.382695      0.00726673      
3.345       0.000181359      7.85228e-05      0.297337      0.00374053      0.441523      0.00735172      
3.35       0.000181118      7.84359e-05      0.346911      0.00378834      0.515067      0.00743838      
3.355       0.000180878      7.83492e-05      0.40997      0.00383714      0.608618      0.00752674      
3.36       0.000180638      7.82627e-05      0.491817      0.00388697      0.730038      0.00761686      
3.365       0.000180399      7.81763e-05      0.60058      0.00393785      0.891389      0.00770879      
3.37       0.00018016      7.809e-05      0.749199      0.00398981      1.11186      0.00780257      
3.375       0.000179921      7.80039e-05      0.959151      0.00404289      1.42333      0.00789827      
3.38       0.000179684      7.7918e-05      1.26785      0.00409711      1.88128      0.00799593      
3.385       0.000179446      7.78322e-05      1.74409      0.00415252      2.58778      0.00809562      
3.39       0.000179209      7.77466e-05      2.5213      0.00420915      3.74074      0.00819738      
3.395       0.000178973      7.76612e-05      3.86651      0.00426704      5.73634      0.0083013      
3.4       0.000178737      7.75759e-05      6.26986      0.00432623      9.30165      0.00840742      
3.405       0.000178502      7.74908e-05      10.0725      0.00438675      14.9427      0.00851582      
3.41       0.000178267      7.74058e-05      12.8141      0.00444865      19.0099      0.00862657      
3.415       0.000178032      7.7321e-05      10.4402      0.00451197      15.4882      0.00873974      
3.42       0.000177798      7.72363e-05      6.55738      0.00457676      9.7282      0.00885539      
3.425       0.000177565      7.71518e-05      4.03001      0.00464306      5.97891      0.00897363      
3.43       0.000177332      7.70675e-05      2.6136      0.00471093      3.87769      0.00909451      
3.435       0.000177099      7.69833e-05      1.79919      0.00478041      2.66954      0.00921813      
3.44       0.000176867      7.68992e-05      1.30284      0.00485157      1.93322      0.00934458      
3.445       0.000176635      7.68154e-05      0.98265      0.00492444      1.45823      0.00947395      
3.45       0.000176404      7.67316e-05      0.765775      0.00499911      1.13651      0.00960633      
3.455       0.000176174      7.6648e-05      0.612786      0.00507561      0.909555      0.00974182      
3.46       0.000175943      7.65646e-05      0.501154      0.00515403      0.743956      0.00988054      
3.465       0.000175713      7.64813e-05      0.417365      0.00523441      0.61966      0.0100226      
3.47       0.000175484      7.63982e-05      0.352955      0.00531684      0.524113      0.0101681      
3.475       0.000175255      7.63153e-05      0.302423      0.00540139      0.449155      0.0103171      
3.48       0.000175027      7.62324e-05      0.26208      0.00548813      0.389311      0.0104698      
3.485       0.000174799      7.61498e-05      0.229378      0.00557713      0.340802      0.0106264      
3.49       0.000174571      7.60673e-05      0.202513      0.00566849      0.300953      0.0107868      
3.495       0.000174344      7.59849e-05      0.180184      0.00576229      0.267832      0.0109514      
3.5       0.000174118      7.59027e-05      0.16143      0.00585861      0.240015      0.0111202      
3.505       0.000173892      7.58206e-05      0.145532      0.00595756      0.216435      0.0112934      
3.51       0.000173666      7.57387e-05      0.131942      0.00605924      0.196279      0.0114712      
3.515       0.000173441      7.56569e-05      0.120238      0.00616374      0.17892      0.0116537      
3.52       0.000173216      7.55753e-05      0.110088      0.00627118      0.163867      0.011841      
3.525       0.000172991      7.54939e-05      0.101232      0.00638167      0.150734      0.0120335      
3.53       0.000172768      7.54125e-05      0.0934615      0.00649534      0.139211      0.0122313      
3.535       0.000172544      7.53314e-05      0.0866078      0.0066123      0.129048      0.0124345      
3.54       0.000172321      7.52503e-05      0.0805342      0.0067327      0.120043      0.0126435      
3.545       0.000172098      7.51694e-05      0.0751284      0.00685667      0.112028      0.0128584      
3.55       0.000171876      7.50887e-05      0.0702979      0.00698436      0.104867      0.0130795      
3.555       0.000171655      7.50081e-05      0.0659655      0.00711592      0.0984442      0.013307      
3.56       0.000171433      7.49277e-05      0.0620665      0.00725153      0.092665      0.0135413      
3.565       0.000171213      7.48474e-05      0.0585467      0.00739135      0.0874483      0.0137825      
3.57       0.000170992      7.47672e-05      0.0553598      0.00753555      0.0827256      0.0140309      
3.575       0.000170772      7.46872e-05      0.0524668      0.00768435      0.0784389      0.014287      
3.58       0.000170553      7.46074e-05      0.049834      0.00783793      0.0745383      0.014551      
3.585       0.000170334      7.45276e-05      0.0474325      0.00799651      0.0709809      0.0148232      
3.59       0.000170115      7.44481e-05      0.0452375      0.00816032      0.06773      0.015104      
3.595       0.000169897      7.43686e-05      0.0432274      0.0083296      0.0647533      0.0153939      
3.6       0.000169679      7.42893e-05      0.0413833      0.0085046      0.0620231      0.0156932      
3.605       0.000169462      7.42102e-05      0.0396889      0.00868559      0.059515      0.0160023      
3.61       0.000169245      7.41312e-05      0.0381299      0.00887285      0.0572078      0.0163218      
3.615       0.000169028      7.40523e-05      0.0366934      0.00906669      0.0550826      0.0166521      
3.62       0.000168812      7.39736e-05      0.0353686      0.00926742      0.0531229      0.0169937      
3.625       0.000168596      7.3895e-05      0.0341454      0.00947539      0.0513143      0.0173471      
3.63       0.000168381      7.38165e-05      0.0330153      0.00969096      0.0496437      0.0177131      
3.635       0.000168166      7.37382e-05      0.0319703      0.00991452      0.0480996      0.0180921      
3.64       0.000167952      7.36601e-05      0.0310037      0.0101465      0.0466719      0.0184848      
3.645       0.000167738      7.35821e-05      0.0301094      0.0103873      0.0453513      0.018892      
3.65       0.000167524      7.35042e-05      0.0292817      0.0106373      0.0441299      0.0193144      
3.655       0.000167311      7.34264e-05      0.0285158      0.0108972      0.0430002      0.0197529      
3.66       0.000167098      7.33488e-05      0.0278072      0.0111674      0.0419557      0.0202081      
3.665       0.000166886      7.32713e-05      0.0271521      0.0114485      0.0409906      0.0206812      
3.67       0.000166674      7.3194e-05      0.0265469      0.0117412      0.0400996      0.021173      
3.675       0.000166463      7.31168e-05      0.0259883      0.0120459      0.039278      0.0216846      
3.68       0.000166252      7.30397e-05      0.0254735      0.0123636      0.0385215      0.0222171      
3.685       0.000166041      7.29628e-05      0.0249999      0.0126949      0.0378262      0.0227718      
3.69       0.000165831      7.2886e-05      0.0245652      0.0130405      0.0371887      0.0233499      
3.695       0.000165621      7.28094e-05      0.0241673      0.0134015      0.036606      0.0239529      
3.7       0.000165411      7.27329e-05      0.0238043      0.0137788      0.0360752      0.0245822      
3.705       0.000165202      7.26565e-05      0.0234745      0.0141732      0.0355939      0.0252395      
3.71       0.000164994      7.25803e-05      0.0231765      0.014586      0.0351598      0.0259265      
3.715       0.000164785      7.25041e-05      0.0229088      0.0150184      0.0347709      0.0266451      
3.72       0.000164578      7.24282e-05      0.0226703      0.0154715      0.0344255      0.0273974      
3.725       0.00016437      7.23523e-05      0.0224599      0.0159468      0.034122      0.0281856      
3.73       0.000164163      7.22766e-05      0.0222768      0.0164458      0.0338591      0.0290121      
3.735       0.000163957      7.2201e-05      0.02212      0.0169701      0.0336356      0.0298795      
3.74       0.00016375      7.21256e-05      0.021989      0.0175216      0.0334504      0.0307906      
3.745       0.000163544      7.20503e-05      0.0218832      0.0181021      0.0333028      0.0317486      
3.75       0.000163339      7.19751e-05      0.021802      0.0187137      0.033192      0.0327569      
3.755       0.000163134      7.19001e-05      0.0217451      0.0193588      0.0331175      0.0338191      
3.76       0.000162929      7.18252e-05      0.0217123      0.0200399      0.0330789      0.0349394      
3.765       0.000162725      7.17504e-05      0.0217032      0.0207599      0.0330759      0.0361221      
3.77       0.000162521      7.16757e-05      0.021718      0.0215216      0.0331085      0.0373721      
3.775       0.000162318      7.16012e-05      0.0217565      0.0223286      0.0331766      0.0386949      
3.78       0.000162115      7.15268e-05      0.0218189      0.0231846      0.0332803      0.0400963      
3.785       0.000161912      7.14526e-05      0.0219053      0.0240935      0.0334201      0.041583      
3.79       0.00016171      7.13784e-05      0.022016      0.0250601      0.0335963      0.0431622      
3.795       0.000161508      7.13044e-05      0.0221515      0.0260893      0.0338095      0.0448419      
3.8       0.000161306      7.12305e-05      0.0223122      0.0271868      0.0340604      0.0466311      
3.805       0.000161105      7.11568e-05      0.0224986      0.0283587      0.03435      0.0485398      
3.81       0.000160904      7.10832e-05      0.0227115      0.0296123      0.0346793      0.0505792      
3.815       0.000160704      7.10097e-05      0.0229517      0.0309551      0.0350494      0.0527618      
3.82       0.000160504      7.09363e-05      0.0232201      0.0323962      0.0354619      0.0551017      
3.825       0.000160304      7.08631e-05      0.0235178      0.0339454      0.0359183      0.0576147      
3.83       0.000160105      7.079e-05      0.0238459      0.0356139      0.0364204      0.0603187      
3.835       0.000159906      7.0717e-05      0.0242059      0.0374146      0.0369703      0.0632341      
3.84       0.000159708      7.06442e-05      0.0245993      0.0393618      0.0375702      0.0663838      
3.845       0.00015951      7.05715e-05      0.0250276      0.0414721      0.0382227      0.0697944      
3.85       0.000159312      7.04989e-05      0.0254929      0.0437645      0.0389307      0.0734958      
3.855       0.000159115      7.04264e-05      0.0259973      0.0462606      0.0396972      0.0775229      
3.86       0.000158918      7.0354e-05      0.026543      0.0489857      0.0405259      0.0819155      
3.865       0.000158721      7.02818e-05      0.0271327      0.0519687      0.0414206      0.0867202      
3.87       0.000158525      7.02097e-05      0.0277693      0.0552437      0.0423857      0.0919909      
3.875       0.000158329      7.01378e-05      0.0284559      0.0588503      0.043426      0.0977909      
3.88       0.000158134      7.00659e-05      0.0291962      0.0628351      0.0445469      0.104194      
3.885       0.000157939      6.99942e-05      0.0299941      0.0672532      0.0457543      0.111289      
3.89       0.000157744      6.99226e-05      0.0308541      0.0721703      0.047055      0.119179      
3.895       0.000157549      6.98511e-05      0.031781      0.0776647      0.0484563      0.12799      
3.9       0.000157355      6.97797e-05      0.0327805      0.0838309      0.0499665      0.137872      
3.905       0.000157162      6.97085e-05      0.0338587      0.0907834      0.051595      0.149008      
3.91       0.000156969      6.96374e-05      0.0350226      0.0986624      0.0533521      0.16162      
3.915       0.000156776      6.95664e-05      0.0362798      0.10764      0.0552496      0.175984      
3.92       0.000156583      6.94956e-05      0.0376393      0.117932      0.0573005      0.19244      
3.925       0.000156391      6.94248e-05      0.0391108      0.129807      0.0595198      0.211419      
3.93       0.000156199      6.93542e-05      0.0407056      0.143608      0.0619243      0.233465      
3.935       0.000156008      6.92837e-05      0.0424364      0.159773      0.064533      0.259279      
3.94       0.000155817      6.92133e-05      0.0443176      0.178876      0.0673677      0.28977      
3.945       0.000155626      6.9143e-05      0.0463658      0.201672      0.0704531      0.326142      
3.95       0.000155435      6.90729e-05      0.0485998      0.229171      0.0738178      0.370005      
3.955       0.000155245      6.90029e-05      0.0510415      0.262758      0.0774942      0.42356      
3.96       0.000155056      6.8933e-05      0.0537158      0.304356      0.0815201      0.489872      
3.965       0.000154866      6.88632e-05      0.0566519      0.356707      0.0859392      0.573304      
3.97       0.000154678      6.87935e-05      0.0598835      0.423818      0.0908023      0.680235      
3.975       0.000154489      6.8724e-05      0.0634504      0.511716      0.0961687      0.820261      
3.98       0.000154301      6.86546e-05      0.0673988      0.629783      0.102108      1.00832      
3.985       0.000154113      6.85852e-05      0.0717838      0.793198      0.108704      1.26857      
3.99       0.000153925      6.85161e-05      0.0766706      1.02764      0.116052      1.6419      
3.995       0.000153738      6.8447e-05      0.082137      1.37884      0.124272      2.20109      
4       0.000153551      6.8378e-05      0.0882769      1.93275      0.133502      3.083      
4.005       0.000153365      6.83092e-05      0.0952037      2.85919      0.143915      4.55794      
4.01       0.000153179      6.82405e-05      0.103056      4.49479      0.155717      7.16182      
4.015       0.000152993      6.81719e-05      0.112004      7.3678      0.169165      11.7356      
4.02       0.000152807      6.81034e-05      0.12226      11.1627      0.184577      17.7769      
4.025       0.000152622      6.8035e-05      0.134088      11.8894      0.20235      18.9339      
4.03       0.000152437      6.79667e-05      0.147824      8.38197      0.222989      13.3505      
4.035       0.000152253      6.78986e-05      0.163899      5.12508      0.247139      8.16587      
4.04       0.000152069      6.78306e-05      0.18287      3.21085      0.275638      5.11868      
4.045       0.000151885      6.77626e-05      0.205471      2.13628      0.309589      3.40819      
4.05       0.000151702      6.76948e-05      0.232683      1.5041      0.350464      2.40195      
4.055       0.000151519      6.76272e-05      0.265839      1.10944      0.400264      1.77384      
4.06       0.000151336      6.75596e-05      0.306787      0.849461      0.461766      1.36015      
4.065       0.000151154      6.74921e-05      0.358145      0.670278      0.538899      1.07507      
4.07       0.000150971      6.74248e-05      0.423716      0.542046      0.637376      0.871117      
4.075       0.00015079      6.73575e-05      0.509182      0.447361      0.765729      0.720571      
4.08       0.000150608      6.72904e-05      0.623319      0.375586      0.937134      0.606504      
4.085       0.000150427      6.72234e-05      0.780191      0.319957      1.17271      0.518146      
4.09       0.000150247      6.71565e-05      1.00335      0.276014      1.50783      0.4484      
4.095       0.000150066      6.70897e-05      1.33421      0.24073      2.00468      0.392447      
4.1       0.000149886      6.70231e-05      1.84973      0.211994      2.77881      0.346926      
4.105       0.000149706      6.69565e-05      2.70044      0.188297      4.05628      0.309437      
4.11       0.000149527      6.68901e-05      4.1872      0.168542      6.28886      0.278232      
4.115       0.000149348      6.68237e-05      6.83285      0.151913      10.2617      0.252014      
4.12       0.000149169      6.67575e-05      10.749      0.137796      16.1423      0.229805      
4.125       0.000148991      6.66914e-05      12.6675      0.125719      19.0232      0.210855      
4.13       0.000148813      6.66254e-05      9.60582      0.115317      14.4257      0.194585      
4.135       0.000148635      6.65595e-05      5.93553      0.106305      8.9143      0.180538      
4.14       0.000148458      6.64937e-05      3.67696      0.0984544      5.52276      0.168355      
4.145       0.000148281      6.6428e-05      2.4131      0.0915831      3.62492      0.157745      
4.15       0.000148104      6.63625e-05      1.67904      0.0855441      2.52265      0.148475      
4.155       0.000147927      6.6297e-05      1.2267      0.0802174      1.84341      0.140355      
4.16       0.000147751      6.62317e-05      0.932041      0.0755043      1.40097      0.133229      
4.165       0.000147575      6.61664e-05      0.730828      0.0713236      1.09883      0.12697      
4.17       0.0001474      6.61013e-05      0.587922      0.0676073      0.884259      0.121469      
4.175       0.000147225      6.60363e-05      0.483057      0.0642991      0.726809      0.116639      
4.18       0.00014705      6.59713e-05      0.403973      0.0613513      0.608071      0.112405      
4.185       0.000146875      6.59065e-05      0.342933      0.0587239      0.516431      0.108706      
4.19       0.000146701      6.58418e-05      0.294882      0.056383      0.444294      0.105489      
4.195       0.000146527      6.57772e-05      0.256404      0.0542998      0.386533      0.102709      
4.2       0.000146354      6.57127e-05      0.225132      0.05245      0.339595      0.100331      
4.205       0.00014618      6.56484e-05      0.199385      0.0508129      0.300953      0.0983244      
4.21       0.000146007      6.55841e-05      0.177943      0.0493708      0.268775      0.0966627      
4.215       0.000145835      6.55199e-05      0.159904      0.0481089      0.241707      0.0953255      
4.22       0.000145662      6.54558e-05      0.144588      0.0470148      0.21873      0.0942961      
4.225       0.00014549      6.53919e-05      0.131479      0.046078      0.199067      0.0935613      
4.23       0.000145319      6.5328e-05      0.120176      0.04529      0.182117      0.0931113      
4.235       0.000145147      6.52643e-05      0.110366      0.044644      0.167408      0.0929394      
4.24       0.000144976      6.52006e-05      0.101799      0.0441347      0.154568      0.0930419      
4.245       0.000144806      6.51371e-05      0.094278      0.0437581      0.143297      0.0934176      
4.25       0.000144635      6.50737e-05      0.0876412      0.0435118      0.133355      0.0940686      
4.255       0.000144465      6.50103e-05      0.0817584      0.0433945      0.124546      0.0949995      
4.26       0.000144295      6.49471e-05      0.0765219      0.0434065      0.116708      0.0962179      
4.265       0.000144126      6.4884e-05      0.0718431      0.0435493      0.109709      0.0977343      
4.27       0.000143956      6.48209e-05      0.0676479      0.0438257      0.103435      0.0995627      
4.275       0.000143787      6.4758e-05      0.0638744      0.04424      0.0977961      0.101721      
4.28       0.000143619      6.46952e-05      0.0604702      0.0447982      0.092712      0.10423      
4.285       0.00014345      6.46325e-05      0.0573911      0.0455079      0.0881167      0.107115      
4.29       0.000143282      6.45699e-05      0.0545993      0.0463786      0.0839535      0.110409      
4.295       0.000143115      6.45074e-05      0.0520625      0.0474222      0.080174      0.114147      
4.3       0.000142947      6.4445e-05      0.049753      0.0486528      0.0767365      0.118373      
4.305       0.00014278      6.43827e-05      0.0476468      0.0500876      0.0736051      0.123139      
4.31       0.000142613      6.43205e-05      0.0457232      0.0517472      0.0707485      0.128506      
4.315       0.000142447      6.42584e-05      0.043964      0.0536561      0.0681397      0.134545      
4.32       0.000142281      6.41964e-05      0.0423535      0.0558438      0.065755      0.141342      
4.325       0.000142115      6.41345e-05      0.0408779      0.0583455      0.0635738      0.148999      
4.33       0.000141949      6.40727e-05      0.0395252      0.0612035      0.061578      0.157638      
4.335       0.000141784      6.40109e-05      0.0382847      0.0644689      0.0597516      0.167406      
4.34       0.000141619      6.39493e-05      0.0371469      0.0682036      0.0580806      0.178478      
4.345       0.000141454      6.38878e-05      0.0361037      0.072483      0.0565525      0.19107      
4.35       0.000141289      6.38264e-05      0.0351477      0.0773994      0.0551564      0.205445      
4.355       0.000141125      6.37651e-05      0.0342723      0.0830673      0.0538826      0.221928      
4.36       0.000140961      6.37039e-05      0.033472      0.0896287      0.0527225      0.240924      
4.365       0.000140798      6.36428e-05      0.0327414      0.0972629      0.0516685      0.262939      
4.37       0.000140635      6.35818e-05      0.0320762      0.106197      0.0507139      0.288619      
4.375       0.000140472      6.35209e-05      0.0314723      0.116723      0.0498527      0.318792      
4.38       0.000140309      6.34601e-05      0.0309261      0.129221      0.0490795      0.354535      
4.385       0.000140146      6.33994e-05      0.0304346      0.144193      0.0483899      0.397269      
4.39       0.000139984      6.33388e-05      0.0299949      0.16231      0.0477796      0.448898      
4.395       0.000139823      6.32783e-05      0.0296046      0.184489      0.0472452      0.512018      
4.4       0.000139661      6.32179e-05      0.0292617      0.212006      0.0467835      0.590241      
4.405       0.0001395      6.31575e-05      0.0289642      0.246674      0.0463918      0.688705      
4.41       0.000139339      6.30973e-05      0.0287107      0.291141      0.046068      0.814905      
4.415       0.000139178      6.30372e-05      0.0284997      0.349381      0.0458101      0.980102      
4.42       0.000139018      6.29771e-05      0.0283304      0.427568      0.0456167      1.20178      
4.425       0.000138858      6.29172e-05      0.0282016      0.535669      0.0454865      1.50816      
4.43       0.000138698      6.28574e-05      0.0281129      0.690497      0.0454186      1.94686      
4.435       0.000138538      6.27976e-05      0.0280638      0.921887      0.0454127      2.60236      
4.44       0.000138379      6.2738e-05      0.0280541      1.28576      0.0454683      3.63305      
4.445       0.00013822      6.26784e-05      0.0280836      1.89231      0.0455857      5.35097      
4.45       0.000138061      6.2619e-05      0.0281526      2.96064      0.0457651      8.37659      
4.455       0.000137903      6.25596e-05      0.0282613      4.84575      0.0460074      13.7152      
4.46       0.000137745      6.25003e-05      0.0284105      7.42291      0.0463135      21.0137      
4.465       0.000137587      6.24412e-05      0.0286007      8.12579      0.0466847      23.0044      
4.47       0.000137429      6.23821e-05      0.0288331      5.83258      0.0471228      16.5104      
4.475       0.000137272      6.23231e-05      0.0291088      3.57489      0.0476299      10.117      
4.48       0.000137115      6.22642e-05      0.0294292      2.23427      0.0482083      6.32068      
4.485       0.000136958      6.22054e-05      0.0297961      1.4826      0.048861      4.19219      
4.49       0.000136801      6.21467e-05      0.0302115      1.04185      0.0495911      2.94421      
4.495       0.000136645      6.20881e-05      0.0306777      0.767588      0.0504026      2.16767      
4.5       0.000136489      6.20296e-05      0.0311972      0.587402      0.0512997      1.65756      
4.505       0.000136333      6.19712e-05      0.0317731      0.463469      0.0522873      1.30674      
4.51       0.000136178      6.19128e-05      0.0324088      0.374914      0.053371      1.05611      
4.515       0.000136023      6.18546e-05      0.0331081      0.309598      0.054557      0.871285      
4.52       0.000135868      6.17964e-05      0.0338753      0.26012      0.0558523      0.731309      
4.525       0.000135713      6.17384e-05      0.0347153      0.221784      0.0572649      0.622882      
