#site     state_i   state_j   OP.real    OP.imag
4       1          4        8.51562e-07        5.04775e-08
4       1          5        2.65945e-06        -3.86705e-07
4       2          0        -2.10196e-06        2.11957e-08
4       2          1        4.60102e-07        -2.72719e-08
4       2          2        0.774043        0
4       2          3        -2.16979e-07        1.43344e-07
4       2          4        -0.418211        8.57739e-09
4       2          5        -2.42787e-06        1.71843e-07
4       3          0        -6.4787e-07        4.89087e-08
4       3          1        -1.19536e-06        -1.73814e-07
4       3          2        -2.16979e-07        -1.43344e-07
4       3          3        0.831927        0
4       3          4        -2.4852e-06        -3.61349e-07
4       3          5        0.373931        2.52879e-09
4       4          0        -3.8904e-06        3.92307e-08
4       4          1        8.51562e-07        -5.04775e-08
4       4          2        -0.418211        -8.57739e-09
4       4          3        -2.4852e-06        3.61349e-07
4       4          4        0.225957        0
4       4          5        1.42029e-07        1.04381e-07
4       5          0        1.44136e-06        -1.08817e-07
4       5          1        2.65945e-06        3.86705e-07
4       5          2        -2.42787e-06        -1.71843e-07
4       5          3        0.373931        -2.52879e-09
4       5          4        1.42029e-07        -1.04381e-07
4       5          5        0.168073        0
5       0          0        1        0
5       0          1        -1.48006e-13        -2.4643e-13
5       0          2        2.75372e-06        -2.17773e-09
5       0          3        1.66628e-07        1.19832e-08
5       0          4        5.0967e-06        -4.03087e-09
5       0          5        -3.7072e-07        -2.66525e-08
5       1          0        -1.48006e-13        2.4643e-13
5       1          1        1        0
5       1          2        -1.14646e-07        -7.61038e-09
5       1          3        1.57504e-06        -2.02814e-08
5       1          4        -2.12194e-07        -1.4087e-08
5       1          5        -3.50418e-06        4.5122e-08
5       2          0        2.75372e-06        2.17773e-09
5       2          1        -1.14646e-07        7.61038e-09
5       2          2        0.774042        0
5       2          3        5.82785e-08        -1.63506e-07
5       2          4        -0.418211        5.15237e-09
5       2          5        1.44406e-07        -2.46136e-07
5       3          0        1.66628e-07        -1.19832e-08
5       3          1        1.57504e-06        2.02814e-08
5       3          2        5.82785e-08        1.63506e-07
5       3          3        0.831927        0
5       3          4        2.1356e-07        4.56987e-07
5       3          5        0.373931        1.87274e-09
5       4          0        5.0967e-06        4.03087e-09
5       4          1        -2.12194e-07        1.4087e-08
5       4          2        -0.418211        -5.15237e-09
5       4          3        2.1356e-07        -4.56987e-07
5       4          4        0.225958        0
5       4          5        3.21189e-08        -1.12126e-07
5       5          0        -3.7072e-07        2.66525e-08
5       5          1        -3.50418e-06        -4.5122e-08
5       5          2        1.44406e-07        2.46136e-07
5       5          3        0.373931        -1.87274e-09
5       5          4        3.21189e-08        1.12126e-07
5       5          5        0.168073        0
6       0          0        1        0
6       0          1        1.23029e-12        -1.1909e-12
6       0          2        -5.46118e-06        -1.26371e-08
6       0          3        -4.63643e-07        -1.22041e-08
6       0          4        -1.01077e-05        -2.33901e-08
6       0          5        1.03139e-06        2.71833e-08
6       1          0        1.23029e-12        1.1909e-12
6       1          1        1        0
6       1          2        4.14215e-07        4.90048e-09
6       1          3        -3.20122e-06        3.07762e-07
6       1          4        7.66572e-07        9.07139e-09
6       1          5        7.12212e-06        -6.84715e-07
6       2          0        -5.46118e-06        1.26371e-08
6       2          1        4.14215e-07        -4.90048e-09
6       2          2        0.774041        0
6       2          3        -3.49074e-07        3.6542e-07
6       2          4        -0.418212        8.52409e-09
6       2          5        -4.31713e-06        4.77626e-07
6       3          0        -4.63643e-07        1.22041e-08
6       3          1        -3.20122e-06        -3.07762e-07
6       3          2        -3.49074e-07        -3.6542e-07
6       3          3        0.831927        0
6       3          4        -4.36581e-06        -9.5653e-07
6       3          5        0.373931        3.09306e-09
6       4          0        -1.01077e-05        2.33901e-08
6       4          1        7.66572e-07        -9.07139e-09
6       4          2        -0.418212        -8.52409e-09
6       4          3        -4.36581e-06        9.5653e-07
6       4          4        0.225959        0
6       4          5        2.85419e-07        2.60619e-07
6       5          0        1.03139e-06        -2.71833e-08
6       5          1        7.12212e-06        6.84715e-07
6       5          2        -4.31713e-06        -4.77626e-07
6       5          3        0.373931        -3.09306e-09
6       5          4        2.85419e-07        -2.60619e-07
6       5          5        0.168073        0
7       0          0        1        0
7       0          1        4.56751e-13        -4.09747e-13
7       0          2        4.18506e-06        -2.54272e-08
7       0          3        -4.40901e-07        7.99525e-09
7       0          4        7.74745e-06        -4.70523e-08
7       0          5        9.81054e-07        -1.77728e-08
7       1          0        4.56751e-13        4.09747e-13
7       1          1        1        0
7       1          2        3.23823e-07        -4.5817e-09
7       1          3        2.45664e-06        9.0369e-08
7       1          4        5.99436e-07        -8.48484e-09
7       1          5        -5.46595e-06        -2.0107e-07
7       2          0        4.18506e-06        2.54272e-08
7       2          1        3.23823e-07        4.5817e-09
7       2          2        0.774074        0
7       2          3        -1.09941e-07        -2.61812e-07
7       2          4        -0.418187        7.44673e-09
7       2          5        -1.34296e-06        -3.76122e-07
7       3          0        -4.40901e-07        -7.99525e-09
7       3          1        2.45664e-06        -9.0369e-08
7       3          2        -1.09941e-07        2.61812e-07
7       3          3        0.83194        0
7       3          4        -1.36013e-06        7.15723e-07
7       3          5        0.373916        -1.84513e-09
7       4          0        7.74745e-06        4.70523e-08
7       4          1        5.99436e-07        8.48484e-09
7       4          2        -0.418187        -7.44673e-09
7       4          3        -1.36013e-06        -7.15723e-07
7       4          4        0.225924        0
7       4          5        8.75234e-08        -1.82026e-07
7       5          0        9.81054e-07        1.77728e-08
7       5          1        -5.46595e-06        2.0107e-07
7       5          2        -1.34296e-06        3.76122e-07
7       5          3        0.373916        1.84513e-09
7       5          4        8.75234e-08        1.82026e-07
7       5          5        0.168062        0
