#(w-mu)    yz_up    xz_up      xy_up     yz_dn    xz_dn      xy_dn
-11.12       0.000476076      0.000476076      0.000138932      0.000255729      0.000255729      0.000125678      
-11.115       0.000475036      0.000475036      0.00013878      0.000255565      0.000255565      0.00012552      
-11.11       0.000474      0.000474      0.000138627      0.000255402      0.000255402      0.000125363      
-11.105       0.000472969      0.000472969      0.000138475      0.00025524      0.00025524      0.000125207      
-11.1       0.000471942      0.000471942      0.000138324      0.00025508      0.00025508      0.000125051      
-11.095       0.00047092      0.00047092      0.000138172      0.000254922      0.000254922      0.000124897      
-11.09       0.000469902      0.000469902      0.000138021      0.000254765      0.000254765      0.000124742      
-11.085       0.000468889      0.000468889      0.000137871      0.000254609      0.000254609      0.000124589      
-11.08       0.00046788      0.00046788      0.000137721      0.000254455      0.000254455      0.000124436      
-11.075       0.000466875      0.000466875      0.000137571      0.000254303      0.000254303      0.000124284      
-11.07       0.000465875      0.000465875      0.000137422      0.000254151      0.000254151      0.000124132      
-11.065       0.000464878      0.000464878      0.000137272      0.000254002      0.000254002      0.000123982      
-11.06       0.000463887      0.000463887      0.000137124      0.000253854      0.000253854      0.000123832      
-11.055       0.000462899      0.000462899      0.000136975      0.000253707      0.000253707      0.000123682      
-11.05       0.000461915      0.000461915      0.000136827      0.000253562      0.000253562      0.000123533      
-11.045       0.000460936      0.000460936      0.00013668      0.000253418      0.000253418      0.000123385      
-11.04       0.000459961      0.000459961      0.000136532      0.000253275      0.000253275      0.000123238      
-11.035       0.00045899      0.00045899      0.000136385      0.000253134      0.000253134      0.000123091      
-11.03       0.000458023      0.000458023      0.000136239      0.000252995      0.000252995      0.000122945      
-11.025       0.00045706      0.00045706      0.000136093      0.000252857      0.000252857      0.000122799      
-11.02       0.000456101      0.000456101      0.000135947      0.00025272      0.00025272      0.000122655      
-11.015       0.000455146      0.000455146      0.000135801      0.000252585      0.000252585      0.00012251      
-11.01       0.000454196      0.000454196      0.000135656      0.000252451      0.000252451      0.000122367      
-11.005       0.000453249      0.000453249      0.000135511      0.000252319      0.000252319      0.000122224      
-11       0.000452306      0.000452306      0.000135367      0.000252188      0.000252188      0.000122082      
-10.995       0.000451368      0.000451368      0.000135222      0.000252058      0.000252058      0.00012194      
-10.99       0.000450433      0.000450433      0.000135078      0.00025193      0.00025193      0.000121799      
-10.985       0.000449502      0.000449502      0.000134935      0.000251803      0.000251803      0.000121659      
-10.98       0.000448575      0.000448575      0.000134792      0.000251678      0.000251678      0.000121519      
-10.975       0.000447652      0.000447652      0.000134649      0.000251554      0.000251554      0.00012138      
-10.97       0.000446733      0.000446733      0.000134506      0.000251431      0.000251431      0.000121241      
-10.965       0.000445817      0.000445817      0.000134364      0.00025131      0.00025131      0.000121103      
-10.96       0.000444906      0.000444906      0.000134222      0.00025119      0.00025119      0.000120966      
-10.955       0.000443998      0.000443998      0.000134081      0.000251072      0.000251072      0.000120829      
-10.95       0.000443094      0.000443094      0.00013394      0.000250955      0.000250955      0.000120693      
-10.945       0.000442194      0.000442194      0.000133799      0.000250839      0.000250839      0.000120558      
-10.94       0.000441298      0.000441298      0.000133658      0.000250725      0.000250725      0.000120423      
-10.935       0.000440405      0.000440405      0.000133518      0.000250612      0.000250612      0.000120288      
-10.93       0.000439516      0.000439516      0.000133378      0.0002505      0.0002505      0.000120155      
-10.925       0.000438631      0.000438631      0.000133239      0.00025039      0.00025039      0.000120021      
-10.92       0.000437749      0.000437749      0.0001331      0.000250281      0.000250281      0.000119889      
-10.915       0.000436871      0.000436871      0.000132961      0.000250173      0.000250173      0.000119757      
-10.91       0.000435997      0.000435997      0.000132822      0.000250067      0.000250067      0.000119626      
-10.905       0.000435126      0.000435126      0.000132684      0.000249962      0.000249962      0.000119495      
-10.9       0.000434259      0.000434259      0.000132546      0.000249858      0.000249858      0.000119364      
-10.895       0.000433395      0.000433395      0.000132409      0.000249756      0.000249756      0.000119235      
-10.89       0.000432535      0.000432535      0.000132271      0.000249655      0.000249655      0.000119106      
-10.885       0.000431679      0.000431679      0.000132134      0.000249555      0.000249555      0.000118977      
-10.88       0.000430826      0.000430826      0.000131998      0.000249457      0.000249457      0.000118849      
-10.875       0.000429977      0.000429977      0.000131861      0.00024936      0.00024936      0.000118722      
-10.87       0.000429131      0.000429131      0.000131725      0.000249265      0.000249265      0.000118595      
-10.865       0.000428288      0.000428288      0.00013159      0.00024917      0.00024917      0.000118469      
-10.86       0.00042745      0.00042745      0.000131454      0.000249077      0.000249077      0.000118343      
-10.855       0.000426614      0.000426614      0.000131319      0.000248985      0.000248985      0.000118218      
-10.85       0.000425782      0.000425782      0.000131185      0.000248895      0.000248895      0.000118093      
-10.845       0.000424953      0.000424953      0.00013105      0.000248806      0.000248806      0.000117969      
-10.84       0.000424128      0.000424128      0.000130916      0.000248718      0.000248718      0.000117845      
-10.835       0.000423306      0.000423306      0.000130782      0.000248631      0.000248631      0.000117722      
-10.83       0.000422488      0.000422488      0.000130649      0.000248546      0.000248546      0.0001176      
-10.825       0.000421672      0.000421672      0.000130515      0.000248462      0.000248462      0.000117478      
-10.82       0.00042086      0.00042086      0.000130382      0.00024838      0.00024838      0.000117356      
-10.815       0.000420052      0.000420052      0.00013025      0.000248298      0.000248298      0.000117235      
-10.81       0.000419247      0.000419247      0.000130118      0.000248218      0.000248218      0.000117115      
-10.805       0.000418445      0.000418445      0.000129986      0.000248139      0.000248139      0.000116995      
-10.8       0.000417646      0.000417646      0.000129854      0.000248062      0.000248062      0.000116876      
-10.795       0.00041685      0.00041685      0.000129722      0.000247985      0.000247985      0.000116757      
-10.79       0.000416058      0.000416058      0.000129591      0.00024791      0.00024791      0.000116639      
-10.785       0.000415269      0.000415269      0.000129461      0.000247836      0.000247836      0.000116521      
-10.78       0.000414483      0.000414483      0.00012933      0.000247764      0.000247764      0.000116404      
-10.775       0.000413701      0.000413701      0.0001292      0.000247693      0.000247693      0.000116287      
-10.77       0.000412921      0.000412921      0.00012907      0.000247623      0.000247623      0.000116171      
-10.765       0.000412145      0.000412145      0.00012894      0.000247554      0.000247554      0.000116055      
-10.76       0.000411372      0.000411372      0.000128811      0.000247486      0.000247486      0.00011594      
-10.755       0.000410602      0.000410602      0.000128682      0.00024742      0.00024742      0.000115825      
-10.75       0.000409835      0.000409835      0.000128553      0.000247355      0.000247355      0.000115711      
-10.745       0.000409071      0.000409071      0.000128425      0.000247291      0.000247291      0.000115597      
-10.74       0.00040831      0.00040831      0.000128297      0.000247229      0.000247229      0.000115484      
-10.735       0.000407552      0.000407552      0.000128169      0.000247167      0.000247167      0.000115371      
-10.73       0.000406798      0.000406798      0.000128041      0.000247107      0.000247107      0.000115259      
-10.725       0.000406046      0.000406046      0.000127914      0.000247049      0.000247049      0.000115147      
-10.72       0.000405298      0.000405298      0.000127787      0.000246991      0.000246991      0.000115036      
-10.715       0.000404552      0.000404552      0.00012766      0.000246935      0.000246935      0.000114925      
-10.71       0.00040381      0.00040381      0.000127534      0.000246879      0.000246879      0.000114815      
-10.705       0.00040307      0.00040307      0.000127407      0.000246825      0.000246825      0.000114705      
-10.7       0.000402333      0.000402333      0.000127282      0.000246773      0.000246773      0.000114595      
-10.695       0.0004016      0.0004016      0.000127156      0.000246721      0.000246721      0.000114486      
-10.69       0.000400869      0.000400869      0.000127031      0.000246671      0.000246671      0.000114378      
-10.685       0.000400141      0.000400141      0.000126906      0.000246622      0.000246622      0.00011427      
-10.68       0.000399416      0.000399416      0.000126781      0.000246574      0.000246574      0.000114163      
-10.675       0.000398694      0.000398694      0.000126656      0.000246527      0.000246527      0.000114056      
-10.67       0.000397975      0.000397975      0.000126532      0.000246482      0.000246482      0.000113949      
-10.665       0.000397259      0.000397259      0.000126408      0.000246438      0.000246438      0.000113843      
-10.66       0.000396546      0.000396546      0.000126285      0.000246395      0.000246395      0.000113737      
-10.655       0.000395835      0.000395835      0.000126161      0.000246353      0.000246353      0.000113632      
-10.65       0.000395128      0.000395128      0.000126038      0.000246312      0.000246312      0.000113527      
-10.645       0.000394423      0.000394423      0.000125915      0.000246273      0.000246273      0.000113423      
-10.64       0.000393721      0.000393721      0.000125793      0.000246235      0.000246235      0.000113319      
-10.635       0.000393022      0.000393022      0.000125671      0.000246198      0.000246198      0.000113216      
-10.63       0.000392325      0.000392325      0.000125549      0.000246162      0.000246162      0.000113113      
-10.625       0.000391631      0.000391631      0.000125427      0.000246127      0.000246127      0.00011301      
-10.62       0.000390941      0.000390941      0.000125305      0.000246094      0.000246094      0.000112908      
-10.615       0.000390252      0.000390252      0.000125184      0.000246061      0.000246061      0.000112807      
-10.61       0.000389567      0.000389567      0.000125063      0.00024603      0.00024603      0.000112706      
-10.605       0.000388884      0.000388884      0.000124943      0.000246      0.000246      0.000112605      
-10.6       0.000388204      0.000388204      0.000124822      0.000245971      0.000245971      0.000112505      
-10.595       0.000387527      0.000387527      0.000124702      0.000245944      0.000245944      0.000112405      
-10.59       0.000386852      0.000386852      0.000124582      0.000245918      0.000245918      0.000112305      
-10.585       0.000386181      0.000386181      0.000124463      0.000245892      0.000245892      0.000112206      
-10.58       0.000385511      0.000385511      0.000124343      0.000245868      0.000245868      0.000112108      
-10.575       0.000384845      0.000384845      0.000124224      0.000245845      0.000245845      0.00011201      
-10.57       0.000384181      0.000384181      0.000124106      0.000245824      0.000245824      0.000111912      
-10.565       0.000383519      0.000383519      0.000123987      0.000245803      0.000245803      0.000111815      
-10.56       0.000382861      0.000382861      0.000123869      0.000245784      0.000245784      0.000111718      
-10.555       0.000382205      0.000382205      0.000123751      0.000245766      0.000245766      0.000111621      
-10.55       0.000381551      0.000381551      0.000123633      0.000245749      0.000245749      0.000111525      
-10.545       0.0003809      0.0003809      0.000123516      0.000245733      0.000245733      0.00011143      
-10.54       0.000380252      0.000380252      0.000123398      0.000245718      0.000245718      0.000111335      
-10.535       0.000379606      0.000379606      0.000123281      0.000245704      0.000245704      0.00011124      
-10.53       0.000378963      0.000378963      0.000123165      0.000245692      0.000245692      0.000111145      
-10.525       0.000378322      0.000378322      0.000123048      0.000245681      0.000245681      0.000111052      
-10.52       0.000377684      0.000377684      0.000122932      0.000245671      0.000245671      0.000110958      
-10.515       0.000377048      0.000377048      0.000122816      0.000245662      0.000245662      0.000110865      
-10.51       0.000376415      0.000376415      0.0001227      0.000245654      0.000245654      0.000110772      
-10.505       0.000375785      0.000375785      0.000122585      0.000245647      0.000245647      0.00011068      
-10.5       0.000375157      0.000375157      0.00012247      0.000245642      0.000245642      0.000110588      
-10.495       0.000374531      0.000374531      0.000122355      0.000245637      0.000245637      0.000110496      
-10.49       0.000373908      0.000373908      0.00012224      0.000245634      0.000245634      0.000110405      
-10.485       0.000373287      0.000373287      0.000122125      0.000245632      0.000245632      0.000110314      
-10.48       0.000372669      0.000372669      0.000122011      0.000245631      0.000245631      0.000110224      
-10.475       0.000372053      0.000372053      0.000121897      0.000245631      0.000245631      0.000110134      
-10.47       0.000371439      0.000371439      0.000121784      0.000245633      0.000245633      0.000110045      
-10.465       0.000370828      0.000370828      0.00012167      0.000245635      0.000245635      0.000109955      
-10.46       0.00037022      0.00037022      0.000121557      0.000245639      0.000245639      0.000109867      
-10.455       0.000369614      0.000369614      0.000121444      0.000245644      0.000245644      0.000109778      
-10.45       0.00036901      0.00036901      0.000121331      0.00024565      0.00024565      0.00010969      
-10.445       0.000368408      0.000368408      0.000121219      0.000245657      0.000245657      0.000109603      
-10.44       0.000367809      0.000367809      0.000121106      0.000245665      0.000245665      0.000109515      
-10.435       0.000367213      0.000367213      0.000120994      0.000245674      0.000245674      0.000109429      
-10.43       0.000366618      0.000366618      0.000120883      0.000245684      0.000245684      0.000109342      
-10.425       0.000366026      0.000366026      0.000120771      0.000245696      0.000245696      0.000109256      
-10.42       0.000365436      0.000365436      0.00012066      0.000245709      0.000245709      0.00010917      
-10.415       0.000364849      0.000364849      0.000120549      0.000245723      0.000245723      0.000109085      
-10.41       0.000364264      0.000364264      0.000120438      0.000245738      0.000245738      0.000109      
-10.405       0.000363681      0.000363681      0.000120328      0.000245754      0.000245754      0.000108915      
-10.4       0.000363101      0.000363101      0.000120217      0.000245771      0.000245771      0.000108831      
-10.395       0.000362522      0.000362522      0.000120107      0.000245789      0.000245789      0.000108747      
-10.39       0.000361946      0.000361946      0.000119997      0.000245809      0.000245809      0.000108664      
-10.385       0.000361373      0.000361373      0.000119888      0.000245829      0.000245829      0.000108581      
-10.38       0.000360801      0.000360801      0.000119778      0.000245851      0.000245851      0.000108498      
-10.375       0.000360232      0.000360232      0.000119669      0.000245874      0.000245874      0.000108415      
-10.37       0.000359665      0.000359665      0.00011956      0.000245898      0.000245898      0.000108333      
-10.365       0.000359101      0.000359101      0.000119452      0.000245923      0.000245923      0.000108252      
-10.36       0.000358538      0.000358538      0.000119343      0.000245949      0.000245949      0.00010817      
-10.355       0.000357978      0.000357978      0.000119235      0.000245976      0.000245976      0.000108089      
-10.35       0.00035742      0.00035742      0.000119127      0.000246005      0.000246005      0.000108009      
-10.345       0.000356864      0.000356864      0.000119019      0.000246034      0.000246034      0.000107928      
-10.34       0.00035631      0.00035631      0.000118912      0.000246065      0.000246065      0.000107848      
-10.335       0.000355758      0.000355758      0.000118805      0.000246097      0.000246097      0.000107769      
-10.33       0.000355209      0.000355209      0.000118698      0.00024613      0.00024613      0.00010769      
-10.325       0.000354662      0.000354662      0.000118591      0.000246164      0.000246164      0.000107611      
-10.32       0.000354117      0.000354117      0.000118484      0.000246199      0.000246199      0.000107532      
-10.315       0.000353574      0.000353574      0.000118378      0.000246235      0.000246235      0.000107454      
-10.31       0.000353033      0.000353033      0.000118272      0.000246272      0.000246272      0.000107376      
-10.305       0.000352494      0.000352494      0.000118166      0.000246311      0.000246311      0.000107299      
-10.3       0.000351958      0.000351958      0.00011806      0.00024635      0.00024635      0.000107222      
-10.295       0.000351423      0.000351423      0.000117955      0.000246391      0.000246391      0.000107145      
-10.29       0.000350891      0.000350891      0.000117849      0.000246433      0.000246433      0.000107069      
-10.285       0.000350361      0.000350361      0.000117744      0.000246476      0.000246476      0.000106992      
-10.28       0.000349833      0.000349833      0.00011764      0.00024652      0.00024652      0.000106917      
-10.275       0.000349306      0.000349306      0.000117535      0.000246565      0.000246565      0.000106841      
-10.27       0.000348782      0.000348782      0.000117431      0.000246611      0.000246611      0.000106766      
-10.265       0.00034826      0.00034826      0.000117327      0.000246658      0.000246658      0.000106691      
-10.26       0.000347741      0.000347741      0.000117223      0.000246707      0.000246707      0.000106617      
-10.255       0.000347223      0.000347223      0.000117119      0.000246756      0.000246756      0.000106543      
-10.25       0.000346707      0.000346707      0.000117016      0.000246807      0.000246807      0.000106469      
-10.245       0.000346193      0.000346193      0.000116912      0.000246859      0.000246859      0.000106396      
-10.24       0.000345681      0.000345681      0.000116809      0.000246912      0.000246912      0.000106322      
-10.235       0.000345171      0.000345171      0.000116706      0.000246966      0.000246966      0.00010625      
-10.23       0.000344664      0.000344664      0.000116604      0.000247021      0.000247021      0.000106177      
-10.225       0.000344158      0.000344158      0.000116502      0.000247077      0.000247077      0.000106105      
-10.22       0.000343654      0.000343654      0.000116399      0.000247134      0.000247134      0.000106033      
-10.215       0.000343152      0.000343152      0.000116297      0.000247193      0.000247193      0.000105962      
-10.21       0.000342653      0.000342653      0.000116196      0.000247252      0.000247252      0.000105891      
-10.205       0.000342155      0.000342155      0.000116094      0.000247313      0.000247313      0.00010582      
-10.2       0.000341659      0.000341659      0.000115993      0.000247374      0.000247374      0.000105749      
-10.195       0.000341165      0.000341165      0.000115892      0.000247437      0.000247437      0.000105679      
-10.19       0.000340673      0.000340673      0.000115791      0.000247501      0.000247501      0.000105609      
-10.185       0.000340183      0.000340183      0.00011569      0.000247566      0.000247566      0.000105539      
-10.18       0.000339695      0.000339695      0.00011559      0.000247632      0.000247632      0.00010547      
-10.175       0.000339209      0.000339209      0.00011549      0.0002477      0.0002477      0.000105401      
-10.17       0.000338724      0.000338724      0.00011539      0.000247768      0.000247768      0.000105333      
-10.165       0.000338242      0.000338242      0.00011529      0.000247837      0.000247837      0.000105264      
-10.16       0.000337762      0.000337762      0.00011519      0.000247908      0.000247908      0.000105196      
-10.155       0.000337283      0.000337283      0.000115091      0.00024798      0.00024798      0.000105129      
-10.15       0.000336807      0.000336807      0.000114992      0.000248052      0.000248052      0.000105061      
-10.145       0.000336332      0.000336332      0.000114893      0.000248126      0.000248126      0.000104994      
-10.14       0.000335859      0.000335859      0.000114794      0.000248201      0.000248201      0.000104927      
-10.135       0.000335388      0.000335388      0.000114695      0.000248277      0.000248277      0.000104861      
-10.13       0.000334919      0.000334919      0.000114597      0.000248355      0.000248355      0.000104794      
-10.125       0.000334452      0.000334452      0.000114499      0.000248433      0.000248433      0.000104729      
-10.12       0.000333986      0.000333986      0.000114401      0.000248512      0.000248512      0.000104663      
-10.115       0.000333523      0.000333523      0.000114303      0.000248593      0.000248593      0.000104598      
-10.11       0.000333061      0.000333061      0.000114206      0.000248674      0.000248674      0.000104533      
-10.105       0.000332601      0.000332601      0.000114108      0.000248757      0.000248757      0.000104468      
-10.1       0.000332143      0.000332143      0.000114011      0.000248841      0.000248841      0.000104404      
-10.095       0.000331687      0.000331687      0.000113914      0.000248926      0.000248926      0.000104339      
-10.09       0.000331232      0.000331232      0.000113818      0.000249012      0.000249012      0.000104276      
-10.085       0.00033078      0.00033078      0.000113721      0.000249099      0.000249099      0.000104212      
-10.08       0.000330329      0.000330329      0.000113625      0.000249187      0.000249187      0.000104149      
-10.075       0.00032988      0.00032988      0.000113529      0.000249277      0.000249277      0.000104086      
-10.07       0.000329433      0.000329433      0.000113433      0.000249367      0.000249367      0.000104023      
-10.065       0.000328987      0.000328987      0.000113337      0.000249459      0.000249459      0.000103961      
-10.06       0.000328544      0.000328544      0.000113242      0.000249552      0.000249552      0.000103899      
-10.055       0.000328102      0.000328102      0.000113146      0.000249645      0.000249645      0.000103837      
-10.05       0.000327662      0.000327662      0.000113051      0.00024974      0.00024974      0.000103776      
-10.045       0.000327223      0.000327223      0.000112956      0.000249836      0.000249836      0.000103714      
-10.04       0.000326787      0.000326787      0.000112862      0.000249933      0.000249933      0.000103653      
-10.035       0.000326352      0.000326352      0.000112767      0.000250032      0.000250032      0.000103593      
-10.03       0.000325919      0.000325919      0.000112673      0.000250131      0.000250131      0.000103532      
-10.025       0.000325487      0.000325487      0.000112579      0.000250232      0.000250232      0.000103472      
-10.02       0.000325058      0.000325058      0.000112485      0.000250333      0.000250333      0.000103413      
-10.015       0.00032463      0.00032463      0.000112391      0.000250436      0.000250436      0.000103353      
-10.01       0.000324204      0.000324204      0.000112298      0.00025054      0.00025054      0.000103294      
-10.005       0.000323779      0.000323779      0.000112204      0.000250645      0.000250645      0.000103235      
-10       0.000323356      0.000323356      0.000112111      0.000250751      0.000250751      0.000103176      
-9.995       0.000322935      0.000322935      0.000112018      0.000250858      0.000250858      0.000103118      
-9.99       0.000322516      0.000322516      0.000111925      0.000250966      0.000250966      0.00010306      
-9.985       0.000322098      0.000322098      0.000111833      0.000251076      0.000251076      0.000103002      
-9.98       0.000321682      0.000321682      0.000111741      0.000251186      0.000251186      0.000102944      
-9.975       0.000321268      0.000321268      0.000111648      0.000251298      0.000251298      0.000102887      
-9.97       0.000320856      0.000320856      0.000111556      0.000251411      0.000251411      0.00010283      
-9.965       0.000320445      0.000320445      0.000111465      0.000251525      0.000251525      0.000102773      
-9.96       0.000320035      0.000320035      0.000111373      0.00025164      0.00025164      0.000102717      
-9.955       0.000319628      0.000319628      0.000111282      0.000251756      0.000251756      0.00010266      
-9.95       0.000319222      0.000319222      0.00011119      0.000251873      0.000251873      0.000102604      
-9.945       0.000318817      0.000318817      0.000111099      0.000251991      0.000251991      0.000102549      
-9.94       0.000318415      0.000318415      0.000111008      0.000252111      0.000252111      0.000102493      
-9.935       0.000318014      0.000318014      0.000110918      0.000252232      0.000252232      0.000102438      
-9.93       0.000317614      0.000317614      0.000110827      0.000252353      0.000252353      0.000102383      
-9.925       0.000317217      0.000317217      0.000110737      0.000252476      0.000252476      0.000102329      
-9.92       0.000316821      0.000316821      0.000110647      0.0002526      0.0002526      0.000102274      
-9.915       0.000316426      0.000316426      0.000110557      0.000252725      0.000252725      0.00010222      
-9.91       0.000316033      0.000316033      0.000110467      0.000252852      0.000252852      0.000102166      
-9.905       0.000315642      0.000315642      0.000110378      0.000252979      0.000252979      0.000102113      
-9.9       0.000315252      0.000315252      0.000110288      0.000253108      0.000253108      0.000102059      
-9.895       0.000314864      0.000314864      0.000110199      0.000253237      0.000253237      0.000102006      
-9.89       0.000314478      0.000314478      0.00011011      0.000253368      0.000253368      0.000101954      
-9.885       0.000314093      0.000314093      0.000110021      0.0002535      0.0002535      0.000101901      
-9.88       0.00031371      0.00031371      0.000109933      0.000253633      0.000253633      0.000101849      
-9.875       0.000313328      0.000313328      0.000109844      0.000253767      0.000253767      0.000101797      
-9.87       0.000312948      0.000312948      0.000109756      0.000253903      0.000253903      0.000101745      
-9.865       0.000312569      0.000312569      0.000109668      0.000254039      0.000254039      0.000101693      
-9.86       0.000312192      0.000312192      0.00010958      0.000254177      0.000254177      0.000101642      
-9.855       0.000311817      0.000311817      0.000109492      0.000254316      0.000254316      0.000101591      
-9.85       0.000311443      0.000311443      0.000109405      0.000254456      0.000254456      0.00010154      
-9.845       0.000311071      0.000311071      0.000109318      0.000254597      0.000254597      0.00010149      
-9.84       0.0003107      0.0003107      0.00010923      0.000254739      0.000254739      0.00010144      
-9.835       0.000310331      0.000310331      0.000109143      0.000254883      0.000254883      0.00010139      
-9.83       0.000309963      0.000309963      0.000109057      0.000255027      0.000255027      0.00010134      
-9.825       0.000309597      0.000309597      0.00010897      0.000255173      0.000255173      0.00010129      
-9.82       0.000309232      0.000309232      0.000108884      0.00025532      0.00025532      0.000101241      
-9.815       0.000308869      0.000308869      0.000108797      0.000255468      0.000255468      0.000101192      
-9.81       0.000308507      0.000308507      0.000108711      0.000255617      0.000255617      0.000101143      
-9.805       0.000308147      0.000308147      0.000108625      0.000255767      0.000255767      0.000101095      
-9.8       0.000307789      0.000307789      0.00010854      0.000255919      0.000255919      0.000101046      
-9.795       0.000307432      0.000307432      0.000108454      0.000256071      0.000256071      0.000100998      
-9.79       0.000307076      0.000307076      0.000108369      0.000256225      0.000256225      0.00010095      
-9.785       0.000306722      0.000306722      0.000108283      0.00025638      0.00025638      0.000100903      
-9.78       0.00030637      0.00030637      0.000108198      0.000256536      0.000256536      0.000100856      
-9.775       0.000306019      0.000306019      0.000108113      0.000256693      0.000256693      0.000100808      
-9.77       0.000305669      0.000305669      0.000108029      0.000256852      0.000256852      0.000100762      
-9.765       0.000305321      0.000305321      0.000107944      0.000257011      0.000257011      0.000100715      
-9.76       0.000304975      0.000304975      0.00010786      0.000257172      0.000257172      0.000100669      
-9.755       0.00030463      0.00030463      0.000107776      0.000257334      0.000257334      0.000100623      
-9.75       0.000304286      0.000304286      0.000107692      0.000257497      0.000257497      0.000100577      
-9.745       0.000303944      0.000303944      0.000107608      0.000257662      0.000257662      0.000100531      
-9.74       0.000303603      0.000303603      0.000107524      0.000257827      0.000257827      0.000100486      
-9.735       0.000303264      0.000303264      0.000107441      0.000257994      0.000257994      0.00010044      
-9.73       0.000302926      0.000302926      0.000107358      0.000258162      0.000258162      0.000100395      
-9.725       0.00030259      0.00030259      0.000107274      0.000258331      0.000258331      0.000100351      
-9.72       0.000302255      0.000302255      0.000107191      0.000258501      0.000258501      0.000100306      
-9.715       0.000301922      0.000301922      0.000107109      0.000258672      0.000258672      0.000100262      
-9.71       0.00030159      0.00030159      0.000107026      0.000258845      0.000258845      0.000100218      
-9.705       0.000301259      0.000301259      0.000106944      0.000259019      0.000259019      0.000100174      
-9.7       0.00030093      0.00030093      0.000106861      0.000259193      0.000259193      0.000100131      
-9.695       0.000300603      0.000300603      0.000106779      0.00025937      0.00025937      0.000100087      
-9.69       0.000300276      0.000300276      0.000106697      0.000259547      0.000259547      0.000100044      
-9.685       0.000299952      0.000299952      0.000106615      0.000259726      0.000259726      0.000100001      
-9.68       0.000299628      0.000299628      0.000106534      0.000259905      0.000259905      9.99588e-05      
-9.675       0.000299306      0.000299306      0.000106452      0.000260086      0.000260086      9.99164e-05      
-9.67       0.000298986      0.000298986      0.000106371      0.000260268      0.000260268      9.98742e-05      
-9.665       0.000298667      0.000298667      0.00010629      0.000260452      0.000260452      9.98323e-05      
-9.66       0.000298349      0.000298349      0.000106209      0.000260636      0.000260636      9.97905e-05      
-9.655       0.000298032      0.000298032      0.000106128      0.000260822      0.000260822      9.9749e-05      
-9.65       0.000297718      0.000297718      0.000106048      0.000261009      0.000261009      9.97077e-05      
-9.645       0.000297404      0.000297404      0.000105967      0.000261197      0.000261197      9.96667e-05      
-9.64       0.000297092      0.000297092      0.000105887      0.000261386      0.000261386      9.96259e-05      
-9.635       0.000296781      0.000296781      0.000105807      0.000261577      0.000261577      9.95852e-05      
-9.63       0.000296472      0.000296472      0.000105727      0.000261769      0.000261769      9.95448e-05      
-9.625       0.000296164      0.000296164      0.000105647      0.000261962      0.000261962      9.95047e-05      
-9.62       0.000295857      0.000295857      0.000105567      0.000262156      0.000262156      9.94647e-05      
-9.615       0.000295552      0.000295552      0.000105488      0.000262352      0.000262352      9.9425e-05      
-9.61       0.000295248      0.000295248      0.000105409      0.000262548      0.000262548      9.93855e-05      
-9.605       0.000294946      0.000294946      0.000105329      0.000262746      0.000262746      9.93462e-05      
-9.6       0.000294645      0.000294645      0.00010525      0.000262946      0.000262946      9.93071e-05      
-9.595       0.000294345      0.000294345      0.000105172      0.000263146      0.000263146      9.92683e-05      
-9.59       0.000294046      0.000294046      0.000105093      0.000263348      0.000263348      9.92296e-05      
-9.585       0.000293749      0.000293749      0.000105015      0.000263551      0.000263551      9.91912e-05      
-9.58       0.000293454      0.000293454      0.000104936      0.000263755      0.000263755      9.9153e-05      
-9.575       0.000293159      0.000293159      0.000104858      0.00026396      0.00026396      9.9115e-05      
-9.57       0.000292866      0.000292866      0.00010478      0.000264167      0.000264167      9.90772e-05      
-9.565       0.000292575      0.000292575      0.000104702      0.000264375      0.000264375      9.90397e-05      
-9.56       0.000292284      0.000292284      0.000104624      0.000264584      0.000264584      9.90023e-05      
-9.555       0.000291996      0.000291996      0.000104547      0.000264794      0.000264794      9.89652e-05      
-9.55       0.000291708      0.000291708      0.00010447      0.000265006      0.000265006      9.89283e-05      
-9.545       0.000291422      0.000291422      0.000104392      0.000265218      0.000265218      9.88915e-05      
-9.54       0.000291137      0.000291137      0.000104315      0.000265433      0.000265433      9.8855e-05      
-9.535       0.000290853      0.000290853      0.000104238      0.000265648      0.000265648      9.88188e-05      
-9.53       0.000290571      0.000290571      0.000104162      0.000265865      0.000265865      9.87827e-05      
-9.525       0.00029029      0.00029029      0.000104085      0.000266083      0.000266083      9.87468e-05      
-9.52       0.00029001      0.00029001      0.000104009      0.000266302      0.000266302      9.87111e-05      
-9.515       0.000289732      0.000289732      0.000103932      0.000266522      0.000266522      9.86757e-05      
-9.51       0.000289455      0.000289455      0.000103856      0.000266744      0.000266744      9.86404e-05      
-9.505       0.000289179      0.000289179      0.00010378      0.000266967      0.000266967      9.86054e-05      
-9.5       0.000288905      0.000288905      0.000103704      0.000267191      0.000267191      9.85706e-05      
-9.495       0.000288632      0.000288632      0.000103629      0.000267417      0.000267417      9.85359e-05      
-9.49       0.00028836      0.00028836      0.000103553      0.000267644      0.000267644      9.85015e-05      
-9.485       0.000288089      0.000288089      0.000103478      0.000267872      0.000267872      9.84673e-05      
-9.48       0.00028782      0.00028782      0.000103403      0.000268102      0.000268102      9.84333e-05      
-9.475       0.000287552      0.000287552      0.000103328      0.000268332      0.000268332      9.83995e-05      
